Grade;Area;Topic;Code;Description
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 1: Early colonization and growth of colonies;HSS.5.T1.05;Describe the origins of slavery, its legal status in all the colonies through the 18th century, and the prevalence of slave ownership, including by many of the country?s early leaders (e.g., George Washington, Thomas Jefferson, James Madison, George Mason.)
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 1: Early colonization and growth of colonies;HSS.5.T1.06;Describe the Triangular Trade and the harsh conditions of trans-Atlantic voyages (called the Middle Passage) for enslaved Africans.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 1: Early colonization and growth of colonies;HSS.5.T1.07;"Compare and contrast the living and working conditions of enslaved and free Africans in the colonies in the 18th century, and explain how some enslaved people sought their freedom.  

a. Enslaved African Americans were property that could be bought, sold, and separated from their families by their owners; they were generally not taught to read or write, and generally owned no property; they suffered many kinds of abuse and could be punished if they were caught after running away from their masters. A number of slave rebellions resulted from these harsh conditions. 
b. Many enslaved Africans became skilled artisans, such as cabinetmakers, coopers, and ironworkers and could be hired out to work.
c. Some Africans came to America as indentured servants or sailors and were freed when their service was completed; some former slaves were granted freedom and some in the North took legal action to obtain their freedom (e.g., in Massachusetts, Elizabeth Freeman, Quock Walker, and Prince Hall).
d. States in the North adopted gradual emancipation (for example, Massachusetts outlawed slavery in 1783 and no enslaved people appear in the 1790 Massachusetts census); free African Americans could have families, own property, hold jobs, and earn a living.Suggested Primary Sources for Topic 1 in Appendix D Colonial Williamsburg: History and Citizenship (1700s)George Washington?s Mount Vernon: Slavery (c. 1790s)Slavery at Monticello: Paradox of Liberty (c. 1790s)"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.01;"Explain the reasons for the French and Indian War and how its costs led to an overhaul of British imperial policy; explain key British policies and the colonial response to them.

a. policies: the Proclamation of 1763, the Sugar Act (1764), the Stamp Act (1765), the Townsend Duties (1767), the Tea Act (1773), the Intolerable Acts (1774)
b. the slogan, ?no taxation without representation?
c. the roles of the Stamp Act Congress, the Sons of Liberty, and the Boston Tea  (1773), the Suffolk Resolves (1774), in which Massachusetts declared a boycott of British goods, the early battles between Massachusetts colonists and the British soldiers in Lexington, Concord, and Bunker Hill (1775) and the evacuation of the British from Boston (1776)d. the role of women in the boycott of British textiles and tea, in writing to support liberty, in managing family farms and businesses, raising funds for the war, and supporting the Continental Army (1760s-1780s)"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.02;On a historic map of the Boston area in the 1770s, locate important sites in the pre- Revolutionary and Revolutionary period and analyze the role and the significance of Massachusetts people such Samuel Adams, Crispus Attucks, John Hancock, James Otis, Paul Revere, John and Abigail Adams, Mercy Otis Warren, Phillis Wheatley, Peter Salem.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.03;Explain the development of colonial governments and describe how these developments (e.g., legislative bodies, town meetings, and charters on individual freedoms and rights) contributed to the Revolution.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.04;Read the Declaration of Independence (1776), explain its main argument, the reasons given for seeking independence, the meaning of the key ideas on equality and natural and legal rights, and the rule of law.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.05;"Describe the impact of events as the Revolutionary War continued; locate the sites of events on a map, and explain the factors leading to American victory and British defeat. 

a. The Battles of Trenton in New Jersey (1776) and Saratoga in New York (1777)
b. The winter encampment of the Continental Army at Valley Forge in Delaware (1777-1778)
c. The battle of Yorktown in Virginia (1781)"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.06;Explain that many Americans remained loyal to the British Crown or remained neutral in the conflict and that Native Peoples and free and enslaved Africans fought on both sides in the Revolution.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.07;Compare and contrast the impact of the actions of important leaders (e.g., John Adams, Benjamin Franklin, King George III, Edmund Burke, Thomas Jefferson, Alexander Hamilton, James Madison, George Washington, the Marquis de Lafayette) during the Revolution and the early years of the United States Republic.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.08;Explain the reasons for the adoption of the Articles of Confederation in 1781, the weaknesses of the Articles as a plan for government, and the reasons for their failure.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 2: Reasons for revolution, the Revolutionary War, and the formation of government;HSS.5.T2.09;"Analyze the causes of Shays? Rebellion of 1786-1787 and explain why it was one of the crucial events leading to the Constitutional Convention.Key Primary Sources for Topic 2 in Appendix DLetter from Abigail Adams to John Adams 31 March-5 April 1776 (?Remember the Ladies??); An accurate map of the country round Boston in New England from the best authorities (1776) or a similar map of Massachusetts from the periodThe Declaration of Independence (1776)Suggested Primary Sources for Topic 2 in Appendix D John Singleton Copley, Paul Revere (1768), portrait, Museum of Fine Arts, Boston"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.01;Read the Preamble to and sections of the Constitution and explain how these writings reflect the following political principles: individual rights and responsibilities, equality, the rule of law, general welfare, limited government, representative democracy.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.02;"Explain how the framers of the Constitution divided and shared powers among the three branches of the United States government; describe the function of each branch and the system of checks and balances."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.03;Describe the responsibilities of government at the federal, state, and local levels (e.g., protection of individual rights and the provision of services such as law enforcement and the building and funding of schools.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.04;"Analyze the significance of the major issues debated by members of the Constitutional Convention (e.g., the distribution of political power, the rights of individuals, rights of states, tensions between states with large and smaller populations, the make-up of the Senate and electoral college, slavery and the question of how slaves were to be counted in the Census); explain why the framers agreed to the 3/5 Compromise in order to keep the states united and how the decision reinforced the institution of slavery and the power of states in which slavery was particularly prevalent."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.05;Explain that voting rights and property rights did not extend to women in the new Constitution.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 3: Principles of United States Government;HSS.5.T3.06;"Read the Bill of Rights and explain the freedoms it guarantees; research the historical background of one of the first ten Amendments and make an argument using evidence for its inclusion in the Bill of Rights in 1791.Clarification Statement: These standards are designed to be introductory. Students will study United States government in a Grade 8 Civics course and will revisit principles of government as part of high school courses U. S. History I and II. Key Primary Sources for Topic 3 in Appendix DThe Constitution of the United States (1787) The United States Bill of Rights (1791)"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 4: The growth of the Republic;HSS.5.T4.01;"Identify the first three Presidents of the United States (George Washington, 1787-1797, John Adams, 1797-1801, and Thomas Jefferson, 1801-1809); summarize key developments during their time (e.g., the founding of political parties in the 1790s; the first Bank of the U.S., the Alien and Sedition Acts in 1798; the Louisiana Purchase of 1803, the Haitian Revolution in 1804), and evaluate their leadership of the new nation."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 4: The growth of the Republic;HSS.5.T4.02;Evaluate the importance to the nation of the Louisiana Purchase and trace the expedition of Meriwether Lewis and William Clark, with Sacagawea and the Corps of Discovery, from 1803 to 1806.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 4: The growth of the Republic;HSS.5.T4.03;"Describe the causes of the War of 1812 and how events during the war contributed to a sense of American nationalism. 

a. British restrictions on trade and impressment
b. Major battles and events of the war, including the role of the USS Constitution, the burning of the Capitol and the White House, and the Battle of New Orleans"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 4: The growth of the Republic;HSS.5.T4.04;On a map of New England, locate cities and towns that played important roles in the development of the textile and machinery industries, whaling, shipping, and the China trade in the 18th and 19th centuries and give examples of the short- and long-term benefits and costs of these industries.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 4: The growth of the Republic;HSS.5.T4.05;"Explain 19th century conflicts between Native Peoples and national, state, and local governments in the United States over land ownership and rights to self-government. 

a. Shawnee leader Tecumseh?s call for Native Peoples to unify in resistance to the taking of their land (1810)
b. President Andrew Jackson and the Indian Removal Act (1830), which forced native communities to move from their ancestral lands in the Southeast to territory west of the Mississippi River
c. the Mashpee Revolt (1833), a dispute over self-government in the Mashpee Indian district in Massachusetts
d. the significance of the Trail of Tears (1838) for the Cherokee and other native communities in the Southeast Key Primary Source for Topic 4 in Appendix D Tecumseh, Call for Pan-Indian Resistance (1810 )Suggested Primary and Secondary Sources for Topic 4 in Appendix D The Lewis and Clark Expedition (1803-1806)The Star-Spangled Banner: The Flag that Inspired a Nation (1814)Asian Export Art (18th-19th centuries), Peabody Essex Museum, Salem Whaling History (19th century), New Bedford Whaling Museum and Mystic Seaport"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.01;"Trace the state-by-state abolition of slavery in the Northern states in the 18th and 19th centuries and the expansion of slavery into western states; explain the effects of the 1808 law that banned the importation of slaves into the United States and explain how a robust slave trade nonetheless continued within the United States until the mid-19th century."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.02;"Identify the major reasons for the Civil War (e.g., slavery, political and economic competition in Western territories, the emergence of the Republican Party) and the war?s most important outcomes (e.g., end of slavery, Reconstruction, expanded role of the federal government, industrial growth in the North).Clarification Statement: In Grade 4, students were introduced to the Civil War as they learned about states of the Confederacy and the Union; they will study the Civil War in greater depth in high school."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.03;Explain the ideas and roles of some of the people of the pre-Civil War era who led the struggle against slavery (abolitionism) and for voting and property rights for African Americans (e.g., Harriet Tubman, Nat Turner, Sojourner Truth, Frederick Douglass, William Lloyd Garrison, Harriet Beecher Stowe).
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.04;"Identify the major military leaders and battles of the Civil War (e.g., Ulysses S. Grant, Robert E. Lee, William Tecumseh Sherman, Stonewall Jackson; Battles of Bull Run, Shiloh, Fredericksburg, Vicksburg, Gettysburg, Appomattox)."
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.05;Describe the role of Abraham Lincoln in the development of the Republican Party and his actions as President during the Civil War, including the Emancipation Proclamation and the 13th, 14th, and 15th Amendments to the Constitution.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.06;Explain the consequences of the Emancipation Proclamation and the 13th, 14th, and 15th Amendments for the rights of African Americans. a. advocacy for women?s rights surrounding the passage of the 14th and 15th Amendments and its relationship to the later movement for women?s rightsb. women?s attainment of the right to vote with  the passage of the 19th Amendment of 1920
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.07;Describe living conditions for African Americans following the Civil War, during the Jim Crow era, including limited educational and economic opportunities, separate public facilities (e.g., segregated schools and colleges, neighborhoods, sections in buses, trains, restaurants, and movie theaters), the organized perpetuation of white supremacist beliefs and the threat of violence from extra-legal groups such as the Ku Klux Klan. Describe the role African American churches, civic organizations, and newspapers played in supporting and unifying African American communities.
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.08;"Research and analyze one of the people, organizations, events, or legislative acts from the-20th century that contributed to expanding civil rights of African Americans, women, and others in the United States. Clarification Statement: In addressing this standard, students and teachers may choose to focus on any of the following:People such as Martin Luther King, Jr., Rosa Parks, Ruby Bridges, Thurgood Marshall, Edward Brooke, Jackie Robinson, Marian Anderson, Bayard Rustin, Eleanor Roosevelt, Frances Perkins, Lorraine Hansberry, Gloria Steinem, Betty Friedan, Geraldine Ferraro, C?sar Chˇvez, Dolores Huerta, Sandra Day O?Connor, Ruth Bader Ginsburg; Organizations such as the National Organization for the Advancement of Colored People (NAACP) the National Organization for Women (NOW); events such as the 1963 March on Washington, efforts of the 1960s and 1970s to desegregate city public school systems in Massachusetts; legislation such as the Equal Pay Act (1963), the campaign for, and eventual defeat of the Equal Rights Amendment (1970s), the enactment of Title IX (prohibition of discrimination on the account of gender, 1972)"
5; United States History to the Civil War and the Modern Civil Rights Movement;Topic 5: Slavery, the legacy of the Civil War, and the struggle for civil rights for all;HSS.5.T5.09;Explain how the 20th century African American Civil Rights movement served as a model for other movements for civil rights (e.g., the second phase of the women?s movement in the 1960s and 1970s, the disability rights movement, the LGBTQ movement).Clarification Statement: These 20th century standards are designed to make students aware that the movement to extend equality to all has roots in 18th century ideas and is the reason the foundational documents are relevant to all periods of United States history. The links among liberty, justice, and equality remain central in the collective civic life of the nation today.Key Primary Sources in Appendix DParading for Progress: Woman Suffrage Procession in Washington DC (1913)Excerpts from Martin Luther King, Jr., ?I Have a Dream? speech (1963)Suggested Primary Source in Appendix DMaps of Women?s Voting Rights in 1880 and 1910
6; World Geography and Ancient Civilizations I;Topic 1: Studying complex societies, past and present;HSS.6.T1.01;Explain how different academic fields in the social sciences concentrate on different means of studying societies in the past and present.
6; World Geography and Ancient Civilizations I;Topic 1: Studying complex societies, past and present;HSS.6.T1.02;Give examples of ways in which a current historical interpretation might build on, extend, or reject an interpretation of the past.
6; World Geography and Ancient Civilizations I;Topic 1: Studying complex societies, past and present;HSS.6.T1.03;Give examples of how archaeologists, historians, geographers, economists, and political scientists work as teams to analyze evidence, develop hypotheses, and construct interpretations of ancient and classical civilizations.Clarification statement: Building on what students have learned about civics, economics, geography, and history in previous grades, the grades 6 and 7 standards are designed to deepen students? understanding of how the social science disciplines can be used systematically in the study of countries, regions, and the past.
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.01;Describe the great climatic and environmental changes that shaped the earth and eventually permitted the growth of human life.Clarification statement: The grade 6 standards for Earth and Space Science of the Science and Technology/Engineering Framework (2016) address the fossil record and the concept of geological time.
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.02;Identify sites where archaeologists have found evidence of the origins of modern human beings and explain current theories of how human groups moved from Africa over time into the continents now known as Asia, Europe, the Americas, and Oceania. Give examples of how ongoing archaeological research adds new data that changes interpretations of how migrations and habitation sites are dated.
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.03;Explain that the term Paleolithic Era refers to the period of earliest human history, beginning c. 2.6 million years ago to c, 11,700 years ago, characterized by the first use of stone tools, fire, hunting and gathering weapons, and, about 50,000 years ago, by cave painting, sculpture, tools, and artifacts using diverse materials such as bone, shell, stone, mineral pigments, and wood).
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.04;Explain that the term Neolithic Era refers to the period beginning about 10,000 years ago to c. 4500 or c. 2000 BCE in different parts of the world, in which the technologies of agriculture (growing crops and the domestication of animals) and metallurgy (mining and working of metals) were invented and refined, and in which complex societies begin to appear.
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.05;Explain how complex societies that practice agriculture may differ, some developing into permanently settled communities, some being nomadic and moving livestock from place to place, some cultivating land temporarily and moving to another location when a plot of land is no longer productive.
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.06;Explain that scholars have attempted to define the characteristics of a complex society (sometimes called ?civilization?) since the early 20th century, and although debates are ongoing, many cite these characteristics:a. an economy that produces food surplusesb. dense populations in distinct areas or citiesc. stratified social classesd. specialized occupations e. developed systems of government, religion, and learning f. achievements in technology, art, and monumental architectureg. systems of record keeping, either written or oral
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.07;Explain the ways in which complex societies interact and spread from one region to another (e.g., by trade, cultural or linguistic exchanges, migration, religious conversion, conquest, or colonization).
6; World Geography and Ancient Civilizations I;Topic 2: Human origins, the Neolithic and Paleolithic Eras;HSS.6.T2.08;Construct and interpret a timeline that shows some of the key periods in the development of human societies in the Paleolithic and Neolithic Eras. Use correctly the words or abbreviations for identifying time periods or dates in historical narratives (decade, age, era, century, millennium, CE/AD, BCE/BC, c. and circa). Identify in BCE dates the higher number as indicating the older year (that is, 3000 BCE is earlier than 2000 BCE).Clarification statement: This can be the beginning of a cumulative timeline that may be in a digital or other format. Students may add to it as they study additional civilizations studied in grades 6 and 7. An ongoing visual timeline can heighten understanding of the relationships among civilizations and provide a foundation for learning about later periods of world history in high school.
6; World Geography and Ancient Civilizations I;Topic 3a: Physical and political geography of modern Western Asia, the Middle East, and North Africa;HSS.6.T3a.01;On a physical map, use cardinal directions, map scales, key/legend, and title to locate important physical features of the region (e.g. the Indian Ocean, the Black Sea, Aegean Sea, Mediterranean Sea, Red Sea, Arabian Peninsula, the Persian Gulf, the Nile, Tigris, and Euphrates Rivers, the Strait of Gibraltar, the Bosporus, and the Suez Canal). Use other kinds of maps (e.g., landform, population, climate) to determine important characteristics of this region.
6; World Geography and Ancient Civilizations I;Topic 3a: Physical and political geography of modern Western Asia, the Middle East, and North Africa;HSS.6.T3a.02;"On a political map of the region, demonstrate map reading skills to distinguish countries, capitals, and other cities and to describe their absolute location (using latitude and longitude coordinates) and relative location (relationship to other countries, cities, or bodies of water); use knowledge of maps to complement information gained from text about a city, country or region."
6; World Geography and Ancient Civilizations I;Topic 3a: Physical and political geography of modern Western Asia, the Middle East, and North Africa;HSS.6.T3a.03;Explain how absolute and relative locations, major physical characteristics, climate and natural resources in this region have influenced settlement patterns, population size, and economies of the countries.
6; World Geography and Ancient Civilizations I;Topic 3b: Mesopotamia, c. 3500-1200 BCE;HSS.6.T3b.01;"Explain how the presence of the Tigris and Euphrates Rivers contributed to the development of agriculture and ancient complex societies; explain why historians have called the region that surrounds these rivers ?the Fertile Crescent.?"
6; World Geography and Ancient Civilizations I;Topic 3b: Mesopotamia, c. 3500-1200 BCE;HSS.6.T3b.02;On a map of archaeological sites in the region, and identify the locations and time periods of the Sumerians, Babylonians, and Assyrians as successive states and empires.
6; World Geography and Ancient Civilizations I;Topic 3b: Mesopotamia, c. 3500-1200 BCE;HSS.6.T3b.03;Describe how irrigation, mining and metalsmithing, agriculture, the domestication of animals, and inventions such as the wheel, the sail, and the plow contributed to settlement and the growth of Mesopotamian civilizations.
6; World Geography and Ancient Civilizations I;Topic 3b: Mesopotamia, c. 3500-1200 BCE;HSS.6.T3b.04;Analyze the important characteristics and achievements of early Mesopotamia. a. a complex society with rulers, priests, soldiers, craftspeople, farmers, and slavesb.  a religion based on polytheism (the belief in many gods) c. monumental architecture (the ziggurat) and developed art (including large relief sculptures, mosaics, carved cylinder seals)d. cuneiform writing, used for record keeping tax collection, laws and literature e. the first epic (the Epic of Gilgamesh) and the first set of written laws (the Code of Hammurabi, for example, ?If a man put out the eye of another man, his eye shall be put out.? [An eye for an eye]).
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.01;"Identify the locations of ancient Upper and Lower Egypt and ancient Nubia; and explain what the terms ?Upper? and ?Lower? mean in this context."
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.02;Describe the significance of the Nile River to ancient Egyptians.
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.03;Analyze the kinds of evidence that have been used by archaeologists and historians to draw conclusions about the social and economic characteristics of ancient Nubia (the Kingdom of Kush) and their relationship to the characteristics of ancient Egypt.
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.04;Analyze the role of the pharaoh as god/king, and describe how pharaohs were represented in painting and sculpture, the concept of dynasties, and significant acts of at least one pharaoh or queen (e.g., Khufu, Akhnaten, Ramses II, Nefertiti, Cleopatra).
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.05;Describe the relationships among social classes (e.g., the relationship of the pharaoh to priests, nobles, government officials, soldiers, scribes, artisans, farmers, and peasants, laborers, and slaves).
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.06;Describe the polytheistic religion of ancient Egypt with respect to beliefs about death, proper behavior, the afterlife, mummification, and the roles of deities.
6; World Geography and Ancient Civilizations I;Topic 3c: Western Asia, the Middle East and North Africa: Ancient Egypt, c. 3000-1200 BCE;HSS.6.T3c.07;"Summarize important achievements of the Old, Middle, and New Kingdoms (e.g., the agricultural system; knowledge of mathematics, astronomy, the invention of a calendar; the invention of papyrus and hieroglyphic writing; the organization of monumental building projects such as the Pyramids and Sphinx at Giza; the centralization of government and military power)."
6; World Geography and Ancient Civilizations I;Topic 3d: Ancient Phoenicia, c. 1000-300 BCE;HSS.6.T3d.01;On a map of the ancient Mediterranean world, locate Greece, Asia Minor, Crete, Phoenicia, the Aegean and the Red Sea.
6; World Geography and Ancient Civilizations I;Topic 3d: Ancient Phoenicia, c. 1000-300 BCE;HSS.6.T3d.02;Explain how the location of Phoenicia contributed to its domination of maritime trade in the Mediterranean from c. 1000-300 BCE.
6; World Geography and Ancient Civilizations I;Topic 3d: Ancient Phoenicia, c. 1000-300 BCE;HSS.6.T3d.03;"Describe how the alphabetic Phoenician writing system differed from Mesopotamian cuneiform or Egyptian hieroglyphic writing; explain how Phoenician maritime traders contributed to the spread of the use of the alphabetic system, which eventually evolved into the Greek alphabet and then into letter symbols used in other languages."
6; World Geography and Ancient Civilizations I;Topic 3e: Ancient Israel, Palestine, c. 2000 BCE - 70 CE;HSS.6.T3e.01;On a historical map of the Mediterranean, locate Asia Minor, Greece and Mesopotamia, the kingdoms of the Hittites and ancient Israel and Palestine and ancient Egypt.
6; World Geography and Ancient Civilizations I;Topic 3e: Ancient Israel, Palestine, c. 2000 BCE - 70 CE;HSS.6.T3e.02;Trace the migrations of the ancient Israelite tribes from Mesopotamia to the land called Canaan, and explain the role of Abraham and Moses in Hebrew history.
6; World Geography and Ancient Civilizations I;Topic 3e: Ancient Israel, Palestine, c. 2000 BCE - 70 CE;HSS.6.T3e.03;"Describe the history of ancient Israel and early Christianity:

a. monotheistic religion (e.g., the belief in one God, the Ten Commandments, the emphasis on individual worth and personal responsibility, the belief that rulers and the ruled must adhere to the same moral obligations)
b. the Hebrew Bible?s accounts of the history of early Israel: the unification of the tribes of Israel under Saul, David, and Solomon; the founding of Jerusalem as capital city by David (c. 1000 BCE), the building of the first temple by Solomon (c. 900-800 BCE), the destruction of the first temple (c. 400 BCE), the annexation of Judea by the Roman Empire and the Roman destruction of the second temple (c. 70 CE). 
c. the emergence of Christianity as a distinct religion, with roots in Judaism, but increasingly diverse followers throughout the Roman Empire and the relationship of early Christians to the officials of the Roman Empire.  
d. the central features of Christianity (e.g., the belief in a messiah who could redeem humans from sin, the concept of salvation, the belief in an Old and a new Testament in the Bible, the life and teachings of Jesus.)."
6; World Geography and Ancient Civilizations I;Topic 3f: The ancient Arabian Peninsula (7th century);HSS.6.T3f.01;On a map of the Arabian Peninsula, identify the Red Sea and the cities of Mecca and Medina as the sites of the beginning of the Muslim religion.
6; World Geography and Ancient Civilizations I;Topic 3f: The ancient Arabian Peninsula (7th century);HSS.6.T3f.02;Explain Islam?s historical relationship to Judaism and Christianity as monotheistic religions.
6; World Geography and Ancient Civilizations I;Topic 3f: The ancient Arabian Peninsula (7th century);HSS.6.T3f.03;"Describe the life and teachings of Muhammad (570-c. 632 CE) and the significance of the Qur?an as the primary source of Islamic belief.Clarification statement: This is intended as a brief introduction to the historical beginnings of one of the major world religions practiced today; in addition to learning about the beginnings of Judaism, Christianity, and Islam in grade 6, students will learn about Hinduism, Buddhism, Confucianism and Daoism in grade 7."
6; World Geography and Ancient Civilizations I;Topic 3g: InteractioE145ns among ancient societies in Western Asia, North Africa, and the Middle East;HSS.6.T3g.01;Describe the impact of encounters through trade, cultural exchange, and conquest among the societies and empires in the region, in particular, exchanges on land routes of the Silk Roads linking Europe, the steppes of West Asia, East Asia, and Africa, and the goods, languages, and cultural motifs exchanged (e.g., gold, ivory from Africa, grain from Western Asia, produce, horses, livestock, wood, furs from the steppes, ceramics, silk, and other luxury goods from China).
6; World Geography and Ancient Civilizations I;Topic 3g: InteractioE145ns among ancient societies in Western Asia, North Africa, and the Middle East;HSS.6.T3g.02;Use information from primary and secondary sources to research contributions of one of the ancient Mesopotamian, Egyptian, Phoenician, Israelite, Islamic, and Eurasian societies to the modern world.
6; World Geography and Ancient Civilizations I;Topic 4a: Physical and political geography of Sub-Saharan Africa;HSS.6.T4a.01;On a map of the world, locate the continent of Africa, the Atlantic Ocean, the Indian Ocean, and the Mediterranean Sea. On a map of Africa, locate the northern, eastern, western, central, and southern regions of Africa, the Sahara Desert, Mount Kilimanjaro, the Cape of Good Hope, the Great Rift Valley, Lake Victoria). Use other kinds of maps (e.g., landform, population, climate) to determine important characteristics of this region.
6; World Geography and Ancient Civilizations I;Topic 4a: Physical and political geography of Sub-Saharan Africa;HSS.6.T4a.02;"On a political map of the region, demonstrate map reading skills to distinguish countries, capitals, and other cities and to describe their absolute location (using latitude and longitude coordinates) and relative location (relationship to other countries, cities, or bodies of water); use knowledge of maps to complement information gained from text about a city, country or region."
6; World Geography and Ancient Civilizations I;Topic 4a: Physical and political geography of Sub-Saharan Africa;HSS.6.T4a.03;Explain how absolute and relative locations, major physical characteristics, climate (including drought and desertification), and natural resources in this region have influenced settlement patterns, population size, and economies of the countries.
6; World Geography and Ancient Civilizations I;Topic 4b: Selected Sub-Saharan African states and societies, c. 100-1000;HSS.6.T4b.01;"Identify the location, sources of wealth, and importance of the Kingdom of Axum (c. 100-940 CE); explain the role it played in the adoption of Christianity in Ethiopia and the role east African societies played in the spread of Islam to South Asia."
6; World Geography and Ancient Civilizations I;Topic 4b: Selected Sub-Saharan African states and societies, c. 100-1000;HSS.6.T4b.02;"Explain the pivotal role Swahili coastal societies along the Indian Ocean played in linking trade networks between interior Africa and maritime routes along the coasts of Central and South Asia, and connecting to China; identify key goods in this trade (e.g., gold, ivory, iron, slaves from Africa, and cloth, glass beads, and porcelain from Asia)."
6; World Geography and Ancient Civilizations I;Topic 4b: Selected Sub-Saharan African states and societies, c. 100-1000;HSS.6.T4b.03;Identify the locations, sources of wealth and importance of West African cities and empires, including the city of Timbuktu (beginning c.5th century CE), and the empire of ancient Ghana (beginning c. 700 CE).Clarification statement: Students will study the later empires of ancient Mali and Songhai in World History I.
6; World Geography and Ancient Civilizations I;Topic 4b: Selected Sub-Saharan African states and societies, c. 100-1000;HSS.6.T4b.04;Explain the pivotal role these societies played in the trans-Saharan trade, the spread of Islam, and trade with North Africa, Europe, West Asia in gold, ivory, and slaves and the contributions of these societies to the modern world.
