Grau;Área;Emitir;Código;Descrição
5;Números e operações: Frações;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para multiplicar e dividir frações.;5.NF.B.6;Resolva problemas do mundo real envolvendo a multiplicação de frações e números mistos, por exemplo, usando modelos visuais de frações ou equações para representar o problema.
5;Números e operações: Frações;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para multiplicar e dividir frações.;5.NF.B.7;Aplicar e expandir o conhecimento prévio de divisão para dividir frações unitárias por números inteiros e números inteiros por frações unitárias. [Nota: Alunos que conseguem multiplicar frações em geral podem desenvolver estratégias para dividir frações em geral, raciocinando sobre a relação entre multiplicação e divisão. No entanto, dividir uma fração por outra não é um requisito neste nível de ensino.]
5;Números e operações: Frações;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para multiplicar e dividir frações.;5.NF.B.7.a;Interprete a divisão de uma fração unitária por um número inteiro diferente de zero e calcule os quocientes resultantes. Por exemplo, crie um contexto para (1/3) ÷ 4 e use um modelo visual de frações para mostrar o quociente. Use a relação entre multiplicação e divisão para explicar que (1/3) ÷ 4 = 1/12 porque (1/12) × 4 = 1/3.
5;Números e operações: Frações;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para multiplicar e dividir frações.;5.NF.B.7.b;Interprete a divisão de um número inteiro por uma fração unitária e calcule os quocientes resultantes. Por exemplo, crie um contexto para 4” (1/5) e use um modelo visual de frações para mostrar o quociente. Use a relação entre multiplicação e divisão para explicar que 4” (1/5) = 20 porque 20 x (1/5) = 4.
5;Números e operações: Frações;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para multiplicar e dividir frações.;5.NF.B.7.c;Resolva problemas do mundo real envolvendo a divisão de frações unitárias por números inteiros diferentes de zero e a divisão de números inteiros por frações unitárias, por exemplo, usando modelos visuais de frações e equações para representar o problema. Por exemplo, quanto chocolate cada pessoa recebe se 3 pessoas dividirem 1/2 libra de chocolate igualmente? Quantas porções de 1/3 de xícara há em 2 xícaras de passas?
5;Medição e dados;Converter unidades de medida semelhantes dentro de um determinado sistema de medição.;5.MD.A.1;Converta entre unidades de medida padrão de diferentes tamanhos dentro de um determinado sistema de medição (por exemplo, converta 5 cm em 0,05 m) e use essas conversões para resolver problemas complexos do mundo real.
5;Medição e dados;Representar e interpretar dados.;5.MD.B.2;Crie um gráfico de pontos para representar um conjunto de dados de medidas em frações de uma unidade. Utilize operações com frações neste nível de escolaridade para resolver problemas envolvendo informações apresentadas em um gráfico de pontos. Por exemplo, dadas diferentes medidas de líquido em béqueres idênticos, calcule a quantidade de líquido que cada béquer conteria se a quantidade total em todos os béqueres fosse redistribuída igualmente.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.3;Reconhecer o volume como um atributo de figuras sólidas e compreender os conceitos de medição de volume.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.3.a;"Um cubo com aresta de comprimento 1 unidade, chamado de ""cubo unitário"", possui ""uma unidade cúbica"" de volume e pode ser usado para medir volume."
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.3.b;Diz-se que uma figura sólida que pode ser compactada sem lacunas ou sobreposições usando n cubos unitários tem um volume de n unidades cúbicas.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.4;Meça volumes contando unidades cúbicas, usando centímetros cúbicos, polegadas cúbicas, pés cúbicos e unidades não padronizadas.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.5;Relacione o volume com as operações de multiplicação e adição e resolva problemas matemáticos e do mundo real que envolvam volume.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.5.a;Determine o volume de um prisma retangular reto com arestas inteiras preenchendo-o com cubos unitários e mostre que o volume é o mesmo que o obtido multiplicando-se as arestas ou, equivalentemente, multiplicando-se a altura pela área da base. Represente produtos ternários de inteiros como volumes, por exemplo, para ilustrar a propriedade associativa da multiplicação.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.5.b;Aplique a fórmula V = l ? w ? hy V = B ? h (onde B representa a área da base) para prismas retangulares para encontrar os volumes de prismas retangulares retos com arestas de comprimento inteiro no contexto da resolução de problemas matemáticos e do mundo real.
5;Medição e dados;Medição geométrica: compreensão dos conceitos de volume e sua relação com a multiplicação e a adição.;5.MD.C.5.c;Reconheça o conceito de volume como aditivo. Calcule o volume de figuras sólidas compostas por dois prismas retangulares retos não sobrepostos, somando os volumes das partes não sobrepostas e aplicando essa técnica para resolver problemas do mundo real.
5;Geometria;Represente pontos no plano cartesiano para resolver problemas matemáticos e do mundo real.;5.GA1;Utiliza-se um par de retas numéricas perpendiculares, chamadas eixos, para definir um sistema de coordenadas. A intersecção das retas (a origem) é definida de forma a coincidir com o 0 em cada reta, e um ponto dado no plano é localizado por um par ordenado de números, chamados coordenadas. Compreenda que o primeiro número indica a distância a percorrer a partir da origem na direção de um eixo, e o segundo número indica a distância a percorrer na direção do segundo eixo, seguindo a convenção de que os nomes dos dois eixos e as coordenadas correspondem (por exemplo, eixo xy - coordenada x, eixo y - coordenada y).
5;Geometria;Represente pontos no plano cartesiano para resolver problemas matemáticos e do mundo real.;5.GA2;Representar problemas matemáticos e do mundo real através da plotagem de pontos no primeiro quadrante do plano cartesiano e interpretar os valores das coordenadas dos pontos no contexto da situação.
5;Geometria;Classifique figuras bidimensionais em categorias de acordo com suas propriedades.;5.GB3;Entenda que os atributos pertencentes a uma categoria de formas bidimensionais também pertencem a todas as subcategorias dentro dessa categoria. Por exemplo, todos os retângulos têm quatro ângulos retos, e os quadrados são retângulos, portanto todos os quadrados têm quatro ângulos retos.
5;Geometria;Classifique figuras bidimensionais em categorias de acordo com suas propriedades.;5.GB4;Classifique figuras bidimensionais em uma hierarquia de acordo com suas propriedades. Por exemplo, todos os retângulos são paralelogramos porque são quadriláteros com dois pares de lados opostos paralelos.
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.1;Compreenda o conceito de proporção, incluindo as distinções entre parte:parte e parte:todo, e seus valores: parte/parte e parte/todo. Utilize a linguagem das proporções para descrever uma relação entre duas quantidades. Por exemplo: A proporção entre asas e bicos no aviário do zoológico era de 2:1, porque para cada duas asas havia um bico. Para cada voto que o candidato A recebeu, o candidato C recebeu quase três votos, o que significa que o candidato C recebeu três de cada quatro votos, ou metade do total de votos.
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.2;Compreender o conceito de taxa unitária a/b associada a uma razão a:b com b ? 0 e usar a linguagem de taxas no contexto de uma relação de razão, incluindo o uso de unidades. Por exemplo: Esta receita tem uma proporção de três xícaras de farinha para quatro xícaras de açúcar, então há ¢ de xícara de farinha para cada xícara de açúcar. Pagamos $75 por 15 hambúrgueres, o que equivale a uma taxa de cinco dólares por hambúrguer. As expectativas para taxas unitárias nesta série se limitam a frações não complexas.
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3;Utilize o raciocínio proporcional e de taxas para resolver problemas matemáticos e do mundo real, por exemplo, raciocinando sobre tabelas de proporções equivalentes, gráficos de fita, diagramas de reta numérica dupla ou equações.
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3.a;Crie tabelas de razões equivalentes que relacionem quantidades a medidas de números inteiros, encontre os valores faltantes nas tabelas e represente graficamente os pares de valores no plano cartesiano. Use tabelas para comparar razões.
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3.b;Resolva problemas de taxa unitária, incluindo aqueles que envolvem preço unitário e taxa constante. Por exemplo, se foram necessárias 7 horas para cortar a grama de 4 jardins, a essa taxa, quantos jardins poderiam ser cortados em 35 horas? A que taxa os jardins estavam sendo cortados?
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3.c;"Calcular a porcentagem de um valor como uma taxa por 100 (por exemplo, 30% de um valor significa 30/100 vezes o valor); resolver problemas que envolvem encontrar o total, dado uma parte e a porcentagem."
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3.d;"Use o raciocínio proporcional para converter unidades de medida dentro e entre sistemas de medida; manipule e transforme unidades adequadamente ao multiplicar ou dividir quantidades. Por exemplo, Malik está preparando uma receita, mas não encontra seus copos medidores! No entanto, ele encontrou uma colher de sopa. Seu livro de receitas indica que 1 xícara = 16 colheres de sopa. Explique como ele poderia usar a colher de sopa para medir os seguintes ingredientes: duas xícaras de farinha, 1/2 xícara de sementes de girassol e 1/2 xícara de aveia. Este exemplo vem do Projeto de Matemática Ilustrativa: https://www.illustrativemathematics.org/content-standards/tasks/2174"
6;Razões e relações proporcionais;Compreender os conceitos de razão e taxa e usar o raciocínio proporcional e de taxa para resolver problemas.;6.RP.A.3.e;Resolva problemas que relacionem a massa de um objeto ao seu volume.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio de multiplicação e divisão para dividir frações por frações.;6.NS.A.1;"Interprete e calcule quocientes de frações e resolva problemas de palavras envolvendo divisão de frações por frações, por exemplo, usando modelos visuais de frações e equações para representar o problema. Por exemplo, crie um contexto para (2/3) ÷ (3/4) e use um modelo visual de frações para mostrar o quociente; use a relação entre multiplicação e divisão para explicar que (2/3) ÷ (3/4) = 8/9 porque 3/4 de 8/9 é 2/3. (Em geral, (a/b) ÷ (c/d) = ad/bc.) Quanto chocolate cada pessoa receberá se 3 pessoas dividirem 1/2 libra de chocolate igualmente? Quantas porções de 3/4 de xícara há em 2/3 de xícara de iogurte? Qual é a largura de uma faixa retangular de terra com 3/4 de milha de comprimento e área de 1/2 milha quadrada?"
6;O sistema numérico;Calcule números com vários dígitos com fluência e encontre fatores comuns e múltiplos.;6.NS.B.2;Divida números com vários dígitos de forma fluente usando o algoritmo padrão.
6;O sistema numérico;Calcule números com vários dígitos com fluência e encontre fatores comuns e múltiplos.;6.NS.B.3;Adicione, subtraia, multiplique e divida decimais com vários dígitos de forma fluente, utilizando o algoritmo padrão para cada operação.
6;O sistema numérico;Calcule números com vários dígitos com fluência e encontre fatores comuns e múltiplos.;6.NS.B.4;Use a fatoração em números primos para encontrar o máximo divisor comum de dois inteiros menores ou iguais a 100 e o mínimo múltiplo comum de dois inteiros menores ou iguais a 12. Use a propriedade distributiva para expressar a soma de dois inteiros 1 ? 100 com um fator comum como um múltiplo da soma de dois números primos entre si. Por exemplo, expresse 36 + 8 como 4(9 + 2).
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.5;Compreenda que números positivos e negativos são usados juntos para descrever quantidades com direções ou valores opostos (por exemplo, temperatura acima ou abaixo de zero, altitude acima ou abaixo do nível do mar, créditos ou débitos e carga elétrica positiva ou negativa). Use números positivos e negativos (números inteiros, frações e decimais) para representar quantidades em contextos do mundo real, explicando o significado do zero em cada situação.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.6;Compreender um número racional como um ponto na reta numérica. Ampliar os diagramas da reta numérica e os eixos coordenados, já conhecidos de séries anteriores, para representar pontos na reta e no plano com coordenadas negativas.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.6.a;"Reconhecer sinais opostos de números como indicadores de localizações em lados opostos de 0 na reta numérica; reconhecer que o oposto do oposto de um número é o próprio número, por exemplo, ?(?3) = 3, e que 0 é o seu próprio oposto."
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.6.b;"Compreender os sinais dos números em pares ordenados como indicadores de localizações nos quadrantes do plano cartesiano; reconhecer que, quando dois pares ordenados diferem apenas pelos sinais, as localizações dos pontos estão relacionadas por reflexões em um ou ambos os eixos."
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.6.c;"Localizar e posicionar números inteiros e outros números racionais em um diagrama de reta numérica horizontal ou vertical; localizar e posicionar pares de números inteiros e outros números racionais em um plano cartesiano."
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.7;Entender a ordem e o valor absoluto dos números racionais.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.7.a;Interprete as desigualdades como afirmações sobre a posição relativa de dois números em um diagrama de reta numérica. Por exemplo, interprete ?3 > ?7 como uma afirmação de que ?3 está à direita de ?7 em uma reta numérica orientada da esquerda para a direita.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.7.b;Escreva, interprete e explique afirmações de ordem para números racionais em contextos do mundo real. Por exemplo, escreva 3 °C > 7 °C para expressar que 3 °C é mais quente que 7 °C.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.7.c;"Entenda o valor absoluto de um número racional como sua distância de 0 na reta numérica; interprete o valor absoluto como a magnitude de uma quantidade positiva ou negativa em uma situação do mundo real. Por exemplo, para um saldo bancário de $30, escreva |$30| = 30 para descrever o valor da dívida em dólares."
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.7.d;Diferencie comparações de valores absolutos de afirmações sobre ordem. Por exemplo, reconheça que um saldo de conta inferior a £30 representa uma dívida superior a $30.
6;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre números ao sistema de números racionais.;6.NS.C.8;Resolva problemas matemáticos e do mundo real plotando pontos nos quatro quadrantes do plano cartesiano. Inclua o uso de coordenadas e valor absoluto para encontrar distâncias entre pontos com a mesma primeira ou segunda coordenada.
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.1;Escreva e avalie expressões numéricas envolvendo expoentes de números inteiros.
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.2;Escreva, leia e avalie expressões em que letras representam números.
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.2.a;"Escreva expressões que registrem operações com números e letras que representam números. Por exemplo, expresse o cálculo ""Subtraia y de 5"" como 5 ? y."
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.2.b;"Identifique as partes de uma expressão usando termos matemáticos (soma, termo, produto, fator, quociente, coeficiente); considere uma ou mais partes de uma expressão como uma única entidade. Por exemplo, descreva a expressão 2(8 + 7) como o produto de dois fatores; considere (8 + 7) como uma única entidade e como a soma de dois termos."
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.2.c;Avalie expressões com valores específicos para suas variáveis. Inclua expressões derivadas de fórmulas usadas em problemas do mundo real. Realize operações aritméticas, incluindo aquelas com expoentes inteiros, na ordem convencional quando não houver parênteses especificando uma ordem particular (Ordem das Operações). Por exemplo, use as fórmulas V = s e A = 6s para calcular o volume e a área da superfície de um cubo com lados de comprimento s = 1/2.
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.3;"Aplique as propriedades das operações para gerar expressões equivalentes. Por exemplo, aplique a propriedade distributiva à expressão 3(2 + x) para obter a expressão equivalente 6 + 3x; aplique a propriedade distributiva à expressão 24x + 18y para obter a expressão equivalente 6(4x + 3y); aplique as propriedades das operações ay + y + y para obter a expressão equivalente 3y."
6;Expressões e equações;Aplicar e expandir o conhecimento prévio de aritmética para expressões algébricas.;6.EE.A.4;Identifique quando duas expressões são equivalentes (isto é, quando ambas as expressões indicam o mesmo número, independentemente do valor que lhes seja atribuído). Por exemplo, as expressões y + y + yy = 3y são equivalentes porque indicam o mesmo número, independentemente do valor que y representa.
6;Expressões e equações;Raciocínio e resolução de equações e inequações com uma variável.;6.EE.B.5;Entender a solução de uma equação ou inequação como um processo para responder a uma pergunta: quais valores de um conjunto específico, se houver, tornam a equação ou inequação verdadeira? Usar o princípio da substituição para determinar se um determinado número em um conjunto específico torna uma equação ou inequação verdadeira.
6;Expressões e equações;Raciocínio e resolução de equações e inequações com uma variável.;6.EE.B.6;"Utilize variáveis para representar números e escrever expressões ao resolver um problema matemático ou do mundo real; compreenda que uma variável pode representar um número desconhecido ou, dependendo da finalidade em questão, qualquer número em um conjunto específico."
6;Expressões e equações;Raciocínio e resolução de equações e inequações com uma variável.;6.EE.B.7;Resolva problemas matemáticos e do mundo real escrevendo e resolvendo equações da forma x + p = q e px = q para casos em que p, q e x são todos números racionais não negativos.
6;Expressões e equações;Raciocínio e resolução de equações e inequações com uma variável.;6.EE.B.8;"Escreva uma inequação da forma x > cox < c para representar uma restrição ou condição em um problema matemático ou do mundo real. Reconheça que inequações da forma x > cox < c têm infinitas soluções; represente as soluções para tais inequações em diagramas de reta numérica."
6;Expressões e equações;Representar e analisar relações quantitativas entre variáveis dependentes e independentes.;6.CEE9;"Utilize variáveis para representar duas grandezas em um problema do mundo real que mudam em relação uma à outra; escreva uma equação para expressar uma grandeza, considerada a variável dependente, em função da outra, considerada a variável independente. Analise a relação entre as variáveis dependente e independente usando gráficos e tabelas, e relacione-as à equação. Por exemplo, em um problema envolvendo movimento a velocidade constante, liste e represente graficamente pares ordenados de distâncias e tempos, e escreva a equação d = 65t para representar a relação entre distância e tempo."
6;Geometria;Resolva problemas matemáticos e do mundo real envolvendo área, área de superfície e volume.;6.GA1;"Encontre a área de triângulos retângulos, outros triângulos, quadriláteros especiais e polígonos, compondo-os em retângulos ou decompondo-os em triângulos e outras figuras; aplique essas técnicas no contexto da resolução de problemas matemáticos e do mundo real."
6;Geometria;Resolva problemas matemáticos e do mundo real envolvendo área, área de superfície e volume.;6.GA2;Determine o volume de um prisma retangular com arestas fracionárias preenchendo-o com cubos unitários de comprimentos de aresta fracionários apropriados e mostre que o volume é o mesmo que o obtido multiplicando-se as arestas do prisma. Aplique as fórmulas V = lwh e V = Bh para encontrar volumes de prismas retangulares com arestas fracionárias no contexto da resolução de problemas matemáticos e do mundo real.
6;Geometria;Resolva problemas matemáticos e do mundo real envolvendo área, área de superfície e volume.;6.GA3;"Desenhe polígonos no plano cartesiano, dadas as coordenadas dos vértices; use as coordenadas para calcular o comprimento de um lado que une pontos com a mesma primeira ou segunda coordenada. Aplique essas técnicas para resolver problemas matemáticos e do mundo real."
6;Geometria;Resolva problemas matemáticos e do mundo real envolvendo área, área de superfície e volume.;6.GA4;Representar figuras tridimensionais usando planificações de retângulos e triângulos, e usar essas planificações para calcular a área da superfície dessas figuras. Aplicar essas técnicas para resolver problemas matemáticos e do mundo real.
6;Estatística e probabilidade;Desenvolver uma compreensão da variabilidade estatística.;6.SP.A.1;"Reconheça uma questão estatística como aquela que antecipa a variabilidade nos dados relacionados e a considera nas respostas. Por exemplo, ""Quantos anos eu tenho?"" não é uma questão estatística, mas ""Qual a idade dos alunos da minha escola?"" é, porque antecipa a variabilidade nas idades dos alunos."
6;Estatística e probabilidade;Desenvolver uma compreensão da variabilidade estatística.;6.SP.A.2;Entender que um conjunto de dados coletados para responder a uma questão estatística possui uma distribuição, que pode ser descrita por seu centro (mediana, média e/ou moda), dispersão (amplitude, intervalo interquartil) e forma geral.
6;Estatística e probabilidade;Desenvolver uma compreensão da variabilidade estatística.;6.SP.A.3;Entenda que uma medida de tendência central para um conjunto de dados numéricos resume todos os seus valores em um único número, enquanto uma medida de variação descreve como seus valores variam em relação a um único número.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.4;Exiba dados numéricos em gráficos em uma reta numérica, incluindo diagramas de pontos, histogramas e diagramas de caixa.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.4.a;Ler e interpretar gráficos de pizza.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.5;Resumir conjuntos de dados numéricos em relação ao seu contexto, por exemplo.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.5.a;Informe o número de observações.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.5.b;Descreva a natureza do atributo em investigação, incluindo como foi medido e suas unidades de medida.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.5.c;Forneça medidas quantitativas de tendência central (mediana e/ou média) e de variabilidade (amplitude e/ou intervalo interquartil), bem como descreva qualquer padrão geral e quaisquer desvios notáveis do padrão geral, com referência ao contexto em que os dados foram coletados.
6;Estatística e probabilidade;Resuma e descreva as distribuições.;6.SP.B.5.d;Relacione a escolha das medidas de tendência central e de variabilidade com o formato da distribuição dos dados e o contexto em que os dados foram coletados.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.1;Calcule as taxas unitárias associadas às razões entre frações, incluindo razões entre comprimentos, áreas e outras grandezas medidas na mesma unidade ou em unidades diferentes. Por exemplo, se uma pessoa caminha ® milhas a cada ½ hora, calcule a taxa unitária como a fração complexa ®/½ milhas por hora, equivalente a 2 milhas por hora.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.2;Reconhecer e representar relações proporcionais entre quantidades.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.2.a;Determine se duas grandezas estão em uma relação proporcional, por exemplo, testando razões equivalentes em uma tabela ou representando-as graficamente em um plano cartesiano e observando se o gráfico é uma linha reta que passa pela origem.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.2.b;Identifique a constante de proporcionalidade (taxa unitária) em tabelas, gráficos, equações, diagramas e descrições verbais de relações proporcionais.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.2.c;Representação de relações proporcionais por meio de equações. Por exemplo, se o custo total t for proporcional ao número n de itens comprados a um preço constante p, a relação entre o custo total e o número de itens pode ser expressa como t = pn.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.2.d;Explique o que um ponto (x, y) no gráfico de uma relação proporcional significa em termos da situação, prestando especial atenção aos pontos (0, 0) e (1, r) onde r é a taxa unitária.
7;Razões e relações proporcionais;Analise relações proporcionais e utilize-as para resolver problemas matemáticos e do mundo real.;7.RP.A.3;Utilize relações proporcionais para resolver problemas de múltiplas etapas envolvendo razões, taxas e porcentagens. Por exemplo: juros simples, impostos, aumentos e descontos de preços, gorjetas e comissões, taxas, aumentos e reduções percentuais e erro percentual.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.1;"Aplicar e expandir o conhecimento prévio de adição e subtração para somar e subtrair números inteiros e outros números racionais; representar a adição e a subtração em um diagrama de reta numérica horizontal ou vertical."
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.1.a; Descreva situações em que quantidades opostas se combinam para resultar em zero. Por exemplo: um átomo de hidrogênio tem carga zero porque seus dois constituintes têm cargas opostas. Se você abrir uma conta bancária com um depósito de $30 e depois sacar $30, o saldo restante será $0.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.1.b;Entenda p + q como o número localizado a uma distância |q| de p, em uma direção positiva ou negativa, dependendo se q é positivo ou negativo. Demonstre que um número e seu oposto somam 0 (eles são inversos aditivos). Interprete somas de números racionais descrevendo contextos do mundo real.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.1.c;Compreenda a subtração de números racionais como a adição do inverso aditivo, p ? q = p + (? q). Demonstre que a distância entre dois números racionais na reta numérica é o valor absoluto da sua diferença e aplique esse princípio em contextos do mundo real.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.1.d;Aplicando as propriedades das operações como estratégias para somar e subtrair números racionais.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.2;Aplicar e ampliar o conhecimento prévio de multiplicação, divisão e frações para multiplicar e dividir números inteiros e outros números racionais.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.2.a;Compreenda que a multiplicação se estende de frações a números racionais, exigindo que as operações continuem a satisfazer as propriedades das operações, particularmente a propriedade distributiva, resultando em produtos como (?1)(?1) = 1, e as regras para multiplicar números com sinal. Interprete produtos de números racionais descrevendo-os em contextos do mundo real.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.2.b;Entenda que os números inteiros podem ser divididos, desde que o divisor seja diferente de zero, e que todo quociente de números inteiros (com divisor diferente de zero) é um número racional. Se p e q são números inteiros, então ?(p/q) = ?(p)/q = p/?(q). Interprete quocientes de números racionais descrevendo contextos do mundo real.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.2.c;Aplicar as propriedades das operações como estratégias para multiplicar e dividir números racionais.
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.2.d;"Converta um número racional em decimal usando a divisão longa; observe que a forma decimal de um número racional termina em 0 ou eventualmente se repete."
7;O sistema numérico;Aplicar e expandir o conhecimento prévio sobre operações com frações para somar, subtrair, multiplicar e dividir números racionais.;7.NS.A.3;Resolva problemas matemáticos e do mundo real envolvendo as quatro operações com números inteiros e outros números racionais.
7;Expressões e equações;Utilize as propriedades da operação para gerar expressões equivalentes.;7.EE.A.1;Aplique as propriedades das operações para somar, subtrair, fatorar e expandir expressões lineares com coeficientes racionais. Por exemplo, 4x + 2 = 2(2x + 1) e -3(x ? 5/3) = -3x + 5.
7;Expressões e equações;Utilize as propriedades da operação para gerar expressões equivalentes.;7.EE.A.2;"Compreender que reescrever uma expressão de diferentes formas dentro do contexto de um problema pode esclarecer o problema e a relação entre suas grandezas é crucial. Por exemplo, a + 0,05a = 1,05a significa que ""aumentar em 5%"" é o mesmo que ""multiplicar por 1,05"". Uma camisa em uma loja de roupas tem seu preço reduzido em 20% em relação ao preço normal, ""p"". O desconto pode ser expresso como 0,2p. O novo preço da camisa pode ser expresso como p = 0,2p - 0,8p."
