Grado;Área;Tema;Código;Descripción
3;Lectura de texto informativo;Ideas clave y detalles;RI.3.1;Hacer y responder preguntas para demostrar la comprensión de un texto, haciendo referencia explícita al texto como base de las respuestas.
3;Lectura de texto informativo;Ideas clave y detalles;RI.3.2;"Determinar la idea principal de un texto; relatar los detalles clave y explicar cómo apoyan la idea principal."
3;Lectura de texto informativo;Ideas clave y detalles;RI.3.3;Describe la relación entre una serie de eventos históricos, ideas o conceptos científicos, ideas o conceptos matemáticos o pasos en procedimientos técnicos en un texto, utilizando un lenguaje relacionado con el tiempo, la secuencia y la causa/efecto.
3;Lectura de texto informativo;Artesanía y estructura;RI.3.4;Determinar el significado de palabras y frases académicas generales y específicas del dominio en un texto relevante para un tema o área temática de 3.er grado. (Consultar los Estándares de Lenguaje de 3.er grado 4-6 sobre la aplicación del conocimiento de vocabulario a la lectura).
3;Lectura de texto informativo;Artesanía y estructura;RI.3.5;Utilice funciones de texto y herramientas de búsqueda (por ejemplo, palabras clave, barras laterales, hipervínculos) para localizar información relevante a un tema determinado de manera eficiente.
3;Lectura de texto informativo;Artesanía y estructura;RI.3.6;Distinguir el propio punto de vista del del autor de un texto.
3;Lectura de texto informativo;Integración de conocimientos e ideas;RI.3.7;Utilice la información obtenida de las ilustraciones (por ejemplo, mapas, fotografías) y las palabras, números y símbolos de un texto para demostrar la comprensión del texto (por ejemplo, dónde, cuándo, por qué y cómo ocurren los eventos clave).
3;Lectura de texto informativo;Integración de conocimientos e ideas;RI.3.8;Describe la conexión lógica entre oraciones y párrafos particulares en un texto (por ejemplo, comparación, causa/efecto, primero/segundo/tercero en una secuencia).
3;Lectura de texto informativo;Integración de conocimientos e ideas;RI.3.9;Comparar y contrastar los puntos más importantes y los detalles clave presentados en dos textos sobre el mismo tema.
3;Lectura de texto informativo;Rango de lectura y nivel de complejidad del texto;RI.3.10;Leer y comprender de forma independiente y competente textos informativos, incluidos textos de historia/estudios sociales, científicos, matemáticos y técnicos que exhiban una complejidad apropiada al menos para tercer grado. (Ver más información sobre las dimensiones cualitativas y cuantitativas de la complejidad del texto).
3;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.3.3;Conocer y aplicar habilidades fonéticas y de análisis de palabras del nivel de grado para decodificar palabras.
3;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.3.3.a;Identificar y conocer el significado de los prefijos y sufijos derivativos más comunes.
3;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.3.3.b;Decodificar palabras con sufijos latinos comunes.
3;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.3.3.c;Decodificar palabras de varias sílabas.
3;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.3.3.d;Lea palabras escritas irregularmente apropiadas para el grado.
3;Habilidades fundamentales de lectura;Fluidez;RF.3.4;Leer con suficiente precisión y fluidez para favorecer la comprensión.
3;Habilidades fundamentales de lectura;Fluidez;RF.3.4.a;Leer textos del nivel de grado con propósito y comprensión.
3;Habilidades fundamentales de lectura;Fluidez;RF.3.4.b;Leer prosa y poesía del nivel de grado en forma oral con precisión, ritmo y expresión apropiados.
3;Habilidades fundamentales de lectura;Fluidez;RF.3.4.c;Utilice el contexto para confirmar o autocorregir el reconocimiento y la comprensión de palabras, releyendo según sea necesario.
3;Escritura;Tipos de texto y propósitos;W.3.1;Escribir artículos de opinión sobre temas o textos familiares, respaldando una opinión con razones.
3;Escritura;Tipos de texto y propósitos;W.3.1.a;Presente el tema o texto sobre el que están escribiendo, exprese una opinión y cree una estructura organizativa que enumere las razones.
3;Escritura;Tipos de texto y propósitos;W.3.1.b;Proporcionar razones que respalden la opinión.
3;Escritura;Tipos de texto y propósitos;W.3.1.c;Utilice palabras y frases de enlace (por ejemplo, porque, por lo tanto, ya que, por ejemplo) para conectar opiniones y razones.
3;Escritura;Tipos de texto y propósitos;W.3.1.d;Proporciona una declaración o sección final.
3;Escritura;Tipos de texto y propósitos;W.3.2;Escribir textos informativos/explicativos para examinar un tema y transmitir ideas e información con claridad.
3;Escritura;Tipos de texto y propósitos;W.3.2.a;"Introduzca un tema y agrupe la información relacionada; incluya ilustraciones cuando sea útil para ayudar a la comprensión."
3;Escritura;Tipos de texto y propósitos;W.3.2.b;Desarrollar el tema con hechos, definiciones y detalles.
3;Escritura;Tipos de texto y propósitos;W.3.2.c;Utilice palabras y frases de enlace (por ejemplo, también, otro, y, más, pero) para conectar ideas dentro de categorías de información.
3;Escritura;Tipos de texto y propósitos;W.3.2.d;Proporciona una declaración o sección final.
3;Escritura;Tipos de texto y propósitos;W.3.3;Escribir narraciones en forma de prosa o poema para desarrollar experiencias o eventos utilizando técnicas literarias efectivas, detalles descriptivos y secuencias claras.
3;Escritura;Tipos de texto y propósitos;W.3.3.a;"Establecer una situación e introducir un hablante, narrador y/o personajes; organizar una secuencia narrativa apropiada."
3;Escritura;Tipos de texto y propósitos;W.3.3.b;Utilice el diálogo y las descripciones de acciones, pensamientos y sentimientos para desarrollar experiencias y eventos o mostrar respuestas a situaciones.
3;Escritura;Tipos de texto y propósitos;W.3.3.c;Utilice lenguaje figurado para sugerir imágenes. (Véase el Estándar 4 de Literatura de Lectura de 3.er grado).
3;Escritura;Tipos de texto y propósitos;W.3.3.d;Utilice palabras y frases temporales para indicar el orden cuando sea apropiado.
3;Escritura;Tipos de texto y propósitos;W.3.3.e;Proporcionar una sensación de cierre.
3;Escritura;Tipos de texto y propósitos;W.3.3.f;Para los poemas, utilice palabras y frases que formen patrones de sonidos (por ejemplo, rima, repetición de sonidos dentro de palabras o líneas) para crear significado o efecto.
3;Escritura;Producción y distribución de escritos;W.3.4;Producir textos escritos cuyo desarrollo y organización sean adecuados a la tarea, el propósito y el público. (Las expectativas específicas de cada grado para los tipos de escritura se definen en los estándares 1 a 3 anteriores).
3;Escritura;Producción y distribución de escritos;W.3.5;Desarrollar y fortalecer la escritura según sea necesario mediante la planificación, revisión y edición.
3;Escritura;Producción y distribución de escritos;W.3.5.a;Demostrar dominio de las convenciones estándar del inglés (como se describe en los Estándares de idioma 1 a 3 hasta el tercer grado inclusive).
3;Escritura;Producción y distribución de escritos;W.3.5.b;Demostrar la capacidad de elegir y utilizar vocabulario apropiado (como se describe en los Estándares de lenguaje 4 a 6 hasta el tercer grado inclusive).
3;Escritura;Producción y distribución de escritos;W.3.6;Utilizar la tecnología para producir y publicar escritos (utilizando habilidades de mecanografía), así como para interactuar y colaborar con otros.
3;Escritura;Investigación para construir y presentar conocimiento;W.3.7;Realizar proyectos de investigación breves que generen conocimiento sobre un tema.
3;Escritura;Investigación para construir y presentar conocimiento;W.3.8;"Recordar información de experiencias o recopilar información de fuentes impresas y digitales; tomar notas breves sobre las fuentes y clasificar la evidencia en las categorías proporcionadas."
3;Escritura;Rango de escritura;W.3.10;Escriba de manera rutinaria durante períodos de tiempo prolongados (tiempo para investigar, reflexionar y revisar) y períodos de tiempo más cortos (una sola sesión o un día o dos) para una variedad de tareas, propósitos y audiencias específicas de la disciplina.
3;Hablar y escuchar;Comprensión y colaboración;SL.3.1;Participar eficazmente en una variedad de debates colaborativos (uno a uno, en grupos y dirigidos por el docente) con diversos compañeros sobre temas y textos de tercer grado, basándose en las ideas de los demás y expresando las suyas con claridad.
3;Hablar y escuchar;Comprensión y colaboración;SL.3.1.a;"Asistir a las discusiones preparado, habiendo leído o estudiado el material requerido; aprovechar explícitamente dicha preparación y otra información conocida sobre el tema para explorar las ideas en discusión. (Consultar el Estándar 1 de Lectura de Literatura y el Estándar 1 de Lectura de Textos Informativos de 3.er grado para conocer las expectativas específicas sobre el uso de evidencia textual)."
3;Hablar y escuchar;Comprensión y colaboración;SL.3.1.b;Seguir las reglas acordadas para las discusiones (por ejemplo, tomar la palabra de manera respetuosa, escuchar a los demás con atención, hablar uno a la vez sobre los temas y textos en discusión).
3;Hablar y escuchar;Comprensión y colaboración;SL.3.1.c;Haga preguntas para comprobar la comprensión de la información presentada, mantenerse dentro del tema y vincular sus comentarios con los comentarios de los demás.
3;Hablar y escuchar;Comprensión y colaboración;SL.3.1.d;Explicar sus propias ideas y comprensión a la luz de la discusión.
3;Hablar y escuchar;Comprensión y colaboración;SL.3.2;Determinar las ideas principales y los detalles de apoyo de un texto leído en voz alta o información presentada en diversos medios y formatos, incluidos los visuales, cuantitativos y orales.
3;Hablar y escuchar;Comprensión y colaboración;SL.3.3;Hacer y responder preguntas sobre la información de un orador, ofreciendo elaboración y detalles apropiados.
3;Hablar y escuchar;Presentación de conocimientos e ideas;SL.3.4;Informar sobre un tema, texto o la solución de un problema matemático, contar una historia o relatar una experiencia con datos apropiados y detalles descriptivos relevantes, hablando con claridad, a un ritmo comprensible y utilizando un vocabulario adecuado. (Consultar los Estándares de Lenguaje de 3.er grado, 4-6, para conocer las expectativas específicas sobre el vocabulario).
3;Hablar y escuchar;Presentación de conocimientos e ideas;SL.3.5;"Cree grabaciones de audio atractivas de historias o poemas que demuestren una lectura fluida a un ritmo comprensible; agregue presentaciones visuales cuando sea apropiado para enfatizar o mejorar ciertos hechos o detalles."
3;Hablar y escuchar;Presentación de conocimientos e ideas;SL.3.6;Hablar con oraciones completas cuando corresponda a la tarea y la situación para proporcionar los detalles o la aclaración solicitados. (Consultar los estándares de lenguaje de 3.er grado, 1 y 3˜, para conocer las expectativas específicas).
3;Idioma;Convenciones del inglés estándar;L.3.1;"Demostrar dominio de las convenciones gramaticales y de uso del inglés estándar al escribir y hablar; retener y desarrollar las habilidades lingüísticas aprendidas en grados anteriores. (Véase el Estándar de Escritura 5 de 3.er grado y el Estándar de Habla y Comprensión Auditiva 6 para fortalecer la escritura y las presentaciones mediante la aplicación del conocimiento de las convenciones)."
3;Idioma;Convenciones del inglés estándar;L.3.1.a;Estructura y significado de las oraciones: producir, expandir y reorganizar oraciones completas simples, compuestas y complejas.
3;Idioma;Convenciones del inglés estándar;L.3.1.b;Estructura y significado de las oraciones: Asegurar la concordancia entre sujeto y verbo y pronombre y antecedente. [Estas habilidades probablemente requerirán atención continua en los grados superiores, ya que se aplican a una escritura y un habla cada vez más sofisticados].
3;Idioma;Convenciones del inglés estándar;L.3.1.c;Estructura y significado de la oración: use verbos en presente, pasado y futuro y elija entre ellos dependiendo del significado general de la oración.
3;Idioma;Convenciones del inglés estándar;L.3.1.d;Estructura y significado de la oración: utilice conjunciones coordinantes y subordinantes y elija entre ellas según el significado general de la oración.
3;Idioma;Convenciones del inglés estándar;L.3.1.e;Estructura y significado de la oración: Formar y usar adjetivos y adverbios comparativos y superlativos, y elegir entre ellos dependiendo de lo que se vaya a modificar y del significado general de la oración.
3;Idioma;Convenciones del inglés estándar;L.3.1.f;Uso de palabras: utilice sustantivos abstractos.
3;Idioma;Convenciones del inglés estándar;L.3.1.g;Uso de palabras: Formar y utilizar sustantivos plurales regulares e irregulares y el tiempo pasado de los verbos irregulares que aparecen con frecuencia.
3;Idioma;Convenciones del inglés estándar;L.3.2;Demostrar dominio de las convenciones de mayúsculas, puntuación y ortografía del inglés estándar al escribir.
3;Idioma;Convenciones del inglés estándar;L.3.2.a;Escribir a mano de forma legible y fluida, utilizando letra de imprenta o cursiva.
3;Idioma;Convenciones del inglés estándar;L.3.2.b;Escriba con mayúscula las palabras apropiadas en los títulos.
3;Idioma;Convenciones del inglés estándar;L.3.2.c;Utilice comas en las direcciones.
3;Idioma;Convenciones del inglés estándar;L.3.2.d;Utilice comas y comillas en el diálogo.
3;Idioma;Convenciones del inglés estándar;L.3.2.e;Formar y utilizar posesivos.
3;Idioma;Convenciones del inglés estándar;L.3.2.f;Utilice la ortografía convencional para palabras de alta frecuencia y otras palabras estudiadas y para agregar sufijos a las palabras base (por ejemplo, sentado, sonrió, llora, felicidad).
3;Idioma;Convenciones del inglés estándar;L.3.2.g;"Demostrar comprensión de que los números utilizados al comienzo de una oración se escriben como palabras y en mayúscula (por ejemplo, ""Se podían ver tres pandas comiendo hojas en lo alto del bosque de bambú"")."
3;Idioma;Convenciones del inglés estándar;L.3.2.h;Utilice patrones ortográficos y generalizaciones (por ejemplo, familias de palabras, ortografías basadas en la posición, patrones silábicos, reglas finales, partes de palabras significativas) al escribir palabras.
3;Idioma;Convenciones del inglés estándar;L.3.2.i;Consulte materiales de referencia, incluidos diccionarios iniciales, según sea necesario para verificar y corregir la ortografía.
3;Idioma;Conocimiento del idioma;L.3.3;Utilice el conocimiento del lenguaje y sus convenciones al escribir, hablar, leer o escuchar.
3;Idioma;Conocimiento del idioma;L.3.3.a;Elija palabras y frases que generen efecto. [Es probable que estas habilidades requieran atención continua en los grados superiores, ya que se aplican a una escritura y un habla cada vez más sofisticados].
3;Idioma;Conocimiento del idioma;L.3.3.b;Reconocer y observar las diferencias entre las convenciones del inglés estándar hablado y escrito.
3;Idioma;Adquisición y uso de vocabulario;L.3.4;Determinar o aclarar el significado de palabras y frases desconocidas y de significado múltiple según la lectura y el contenido de tercer grado, eligiendo con flexibilidad entre una variedad de estrategias.
3;Idioma;Adquisición y uso de vocabulario;L.3.4.a;Utilice el contexto a nivel de oración como pista del significado de una palabra o frase.
3;Idioma;Adquisición y uso de vocabulario;L.3.4.b;Determinar el significado de la nueva palabra que se forma cuando se agrega un afijo conocido a una palabra conocida (por ejemplo, agradable/desagradable, cómodo/incómodo, cuidado/descuidado, calor/precalentamiento).
3;Idioma;Adquisición y uso de vocabulario;L.3.4.c;Utilice una palabra raíz conocida como pista para el significado de una palabra desconocida con la misma raíz (por ejemplo, compañía, compañero).
3;Idioma;Adquisición y uso de vocabulario;L.3.4.d;Utilice glosarios o diccionarios básicos, tanto impresos como digitales, para determinar o aclarar el significado preciso de palabras y frases clave.
3;Idioma;Adquisición y uso de vocabulario;L.3.4.e;Reconocer y utilizar apropiadamente abreviaturas relacionadas con el contenido del nivel de grado o comunes en la vida cotidiana (por ejemplo, N, S, E, O en un mapa).
3;Idioma;Adquisición y uso de vocabulario;L.3.4.f;Reconocer y utilizar apropiadamente símbolos relacionados con el contenido del nivel de grado o de uso común en la vida cotidiana (por ejemplo, < y >).
3;Idioma;Adquisición y uso de vocabulario;L.3.5;Demostrar comprensión de las relaciones entre palabras y los matices en los significados de las palabras.
3;Idioma;Adquisición y uso de vocabulario;L.3.5.a;Distinguir los significados literales y no literales de palabras y frases en contexto (por ejemplo, tomar medidas).
3;Idioma;Adquisición y uso de vocabulario;L.3.5.b;Identificar conexiones de la vida real entre las palabras y su uso (por ejemplo, describir personas que son amigables o serviciales).
3;Idioma;Adquisición y uso de vocabulario;L.3.5.c;Distinguir matices de significado entre palabras relacionadas que describen estados mentales o grados de certeza (por ejemplo, sabía, creía, sospechaba, oía, se preguntaba).
3;Idioma;Adquisición y uso de vocabulario;L.3.6;"Adquirir y usar con precisión palabras y frases conversacionales, académicas generales y específicas del dominio, apropiadas para su grado, incluyendo aquellas que indican relaciones espaciales y temporales. (Véase el Estándar 4 de Lectura de Literatura y el Estándar 4 de Lectura de Textos Informativos de 3.er grado sobre la aplicación del conocimiento de vocabulario a la lectura; véase el Estándar 5 de Escritura y el Estándar 4 de Habla y Comprensión Auditiva de 3.er grado sobre el fortalecimiento de la escritura y las presentaciones mediante la aplicación del conocimiento de vocabulario)."
4;Lectura de literatura;Ideas clave y detalles;RL.4.1;Haga referencia a detalles y ejemplos en un texto al explicar lo que el texto dice explícitamente y al sacar inferencias del texto.
4;Lectura de literatura;Ideas clave y detalles;RL.4.2;"Determinar un tema de una historia, drama o poema a partir de los detalles del texto; resumir el texto."
4;Lectura de literatura;Ideas clave y detalles;RL.4.3;Describe en profundidad un personaje, escenario o evento en una historia o drama, basándose en detalles específicos del texto (por ejemplo, los pensamientos, palabras o acciones de un personaje).
4;Lectura de literatura;Artesanía y estructura;RL.4.4;"Determinar el significado de palabras y frases tal como se usan en un texto, incluyendo aquellas que aluden a personajes importantes de la mitología (p. ej., Hercúleo); explicar cómo el lenguaje figurado (p. ej., símil, metáfora) enriquece un texto. (Consultar los Estándares de Lenguaje de 4.º grado, 4-6, sobre la aplicación del vocabulario a la lectura)."
4;Lectura de literatura;Artesanía y estructura;RL.4.5;"Explicar las principales diferencias entre prosa, poesía y teatro, y hacer referencia a los elementos estructurales de cada uno (por ejemplo, párrafos y capítulos para prosa; estrofa y verso para poesía; escena, direcciones escénicas, elenco de personajes para teatro) al escribir o hablar sobre un texto."
4;Lectura de literatura;Artesanía y estructura;RL.4.6;Comparar y contrastar el punto de vista desde el cual se narran diferentes historias, incluida la diferencia entre narraciones en primera y tercera persona.
4;Lectura de literatura;Integración de conocimientos e ideas;RL.4.7;Establecer conexiones entre una historia o drama escrito y su presentación visual u oral, identificando dónde cada versión refleja descripciones y direcciones específicas en el texto escrito.
4;Lectura de literatura;Integración de conocimientos e ideas;RL.4.8;(No aplicable. Para conocer las expectativas con respecto a los mensajes o lecciones centrales de las historias, consulte el Estándar de lectura literaria 2).
4;Lectura de literatura;Integración de conocimientos e ideas;RL.4.9;Comparar y contrastar el tratamiento de temas y tópicos similares (por ejemplo, la oposición del bien y el mal) y patrones de eventos (por ejemplo, la búsqueda) en historias, mitos y literatura tradicional de diferentes culturas.
4;Lectura de literatura;Rango de lectura y complejidad del texto;RL.4.10;Leer y comprender de forma independiente y competente textos literarios que representen una variedad de géneros, culturas y perspectivas y que exhiban complejidad al menos para cuarto grado. Consulte la información sobre las dimensiones cualitativas y cuantitativas de la complejidad del texto.
4;Lectura de texto informativo;Ideas clave y detalles;RI.4.1;Haga referencia a detalles y ejemplos en un texto al explicar lo que el texto dice explícitamente y al sacar inferencias del texto.
4;Lectura de texto informativo;Ideas clave y detalles;RI.4.2;"Determinar la idea principal de un texto y explicar cómo está respaldada por detalles clave; resumir el texto."
4;Lectura de texto informativo;Ideas clave y detalles;RI.4.3;Explicar eventos, procedimientos, ideas o conceptos en un texto histórico, científico, matemático o técnico, incluyendo lo que sucedió y por qué, basándose en información específica del texto.
4;Lectura de texto informativo;Artesanía y estructura;RI.4.4;Determinar el significado de palabras o frases académicas generales y específicas del dominio en un texto relevante para un tema o área temática de 4.º grado. (Consultar los Estándares de Lenguaje de 4.º grado, 4-6, sobre la aplicación del vocabulario a la lectura).
4;Lectura de texto informativo;Artesanía y estructura;RI.4.5;Describe la estructura general (por ejemplo, cronología, comparación, causa/efecto, problema/solución) de eventos, ideas, conceptos o información en un texto o parte de un texto.
4;Lectura de texto informativo;Artesanía y estructura;RI.4.6;"Compare y contraste un relato de primera mano y uno de segunda mano del mismo evento o tema; describa las diferencias en el enfoque y la información proporcionada."
4;Lectura de texto informativo;Integración de conocimientos e ideas;RI.4.7;Interpretar información presentada visualmente, oralmente o cuantitativamente (por ejemplo, en gráficos, diagramas, líneas de tiempo, animaciones o elementos interactivos en páginas web) y explicar cómo la información contribuye a la comprensión del texto en el que aparece.
4;Lectura de texto informativo;Integración de conocimientos e ideas;RI.4.8;Explica cómo un autor utiliza razones y evidencia para apoyar puntos particulares en un texto.
4;Lectura de texto informativo;Integración de conocimientos e ideas;RI.4.9;Integrar información de dos textos sobre el mismo tema para poder escribir o hablar sobre el tema con conocimiento de causa.
4;Lectura de texto informativo;Rango de lectura y complejidad del texto;RI.4.10;Leer y comprender de forma independiente y competente textos informativos, incluidos textos de historia/estudios sociales, científicos, matemáticos y técnicos, con una complejidad adecuada al menos para cuarto grado. (Consulte más información sobre las dimensiones cualitativas y cuantitativas de la complejidad del texto).
4;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.4.3;Conocer y aplicar habilidades fonéticas y de análisis de palabras del nivel de grado para decodificar palabras.
4;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.4.3.a;Utilice el conocimiento combinado de todas las correspondencias entre letras y sonidos, patrones de silabación y morfología (por ejemplo, raíces y afijos) para leer con precisión palabras multisilábicas desconocidas en contexto y fuera de contexto.
4;Habilidades fundamentales de lectura;Fluidez;RF.4.4;Leer con suficiente precisión y fluidez para favorecer la comprensión.
4;Habilidades fundamentales de lectura;Fluidez;RF.4.4.a;Leer textos del nivel de grado con propósito y comprensión.
4;Habilidades fundamentales de lectura;Fluidez;RF.4.4.b;Leer prosa y poesía del nivel de grado en forma oral con precisión, ritmo apropiado y expresión en lecturas sucesivas.
4;Habilidades fundamentales de lectura;Fluidez;RF.4.4.c;Utilice el contexto para confirmar o autocorregir el reconocimiento y la comprensión de palabras, releyendo según sea necesario.
4;Escritura;Tipos de texto y propósitos;W.4.1;Escribir artículos de opinión sobre temas o textos, sustentando un punto de vista con razones e información.
4;Escritura;Tipos de texto y propósitos;W.4.1.a;Introduzca un tema o texto con claridad, exprese una opinión y cree una estructura organizativa en la que las ideas relacionadas se agrupen en párrafos y secciones para respaldar el propósito del escritor.
4;Escritura;Tipos de texto y propósitos;W.4.1.b;Proporcionar razones respaldadas por hechos y detalles.
4;Escritura;Tipos de texto y propósitos;W.4.1.c;Relacione opiniones y razones usando palabras y frases (por ejemplo, para, además).
4;Escritura;Tipos de texto y propósitos;W.4.1.d;Proporcionar una declaración final o una sección relacionada con la opinión presentada.
4;Escritura;Tipos de texto y propósitos;W.4.2;Escribir textos informativos/explicativos para examinar un tema y transmitir ideas e información con claridad.
4;Escritura;Tipos de texto y propósitos;W.4.2.a;"Introduzca un tema claramente y agrupar la información relacionada en párrafos y secciones; incluya características del texto (por ejemplo, encabezados), ilustraciones y multimedia cuando sea útil para ayudar a la comprensión."
4;Escritura;Tipos de texto y propósitos;W.4.2.b;Desarrollar el tema con hechos, definiciones, detalles concretos, citas u otra información y ejemplos relacionados con el tema.
4;Escritura;Tipos de texto y propósitos;W.4.2.c;Vincular ideas dentro de categorías de información utilizando palabras y frases (por ejemplo, otro, por ejemplo, también, porque).
4;Escritura;Tipos de texto y propósitos;W.4.2.d;Utilice un lenguaje preciso y vocabulario específico del dominio para informar o explicar el tema.
4;Escritura;Tipos de texto y propósitos;W.4.2.e;Proporcionar una declaración o sección final relacionada con la información o explicación presentada.
4;Escritura;Tipos de texto y propósitos;W.4.3;Escribir narraciones en forma de prosa o poema para desarrollar experiencias o eventos utilizando técnicas literarias efectivas, detalles descriptivos y secuencias claras.
4;Escritura;Tipos de texto y propósitos;W.4.3.a;"Orientar al lector estableciendo una situación y presentando un hablante, narrador y/o personajes; organizar una secuencia narrativa apropiada."
4;Escritura;Tipos de texto y propósitos;W.4.3.b;Utilice el diálogo y la descripción para desarrollar experiencias o eventos o mostrar respuestas a situaciones.
4;Escritura;Tipos de texto y propósitos;W.4.3.c;Utilice una variedad de palabras y frases de transición para gestionar la secuencia.
4;Escritura;Tipos de texto y propósitos;W.4.3.d;Utilice palabras y frases concretas, lenguaje figurado como símiles y metáforas, y detalles sensoriales para transmitir experiencias o eventos con precisión.
4;Escritura;Tipos de texto y propósitos;W.4.3.e;Proporcionar una sensación de cierre apropiada para las experiencias o eventos narrados.
4;Escritura;Tipos de texto y propósitos;W.4.3.f;Para los poemas, utilice patrones sonoros (p. ej., rima, ritmo, aliteración, consonancia) y visuales (p. ej., longitud de verso, agrupación de versos como estrofas o versos) para crear obras que se diferencien claramente de las narraciones en prosa. (Véase el Estándar 5 de Literatura de Lectura de 4.º grado).
4;Escritura;Producción y distribución de escritos;W.4.4;Producir textos claros y coherentes, cuyo desarrollo y organización sean adecuados a la tarea, el propósito y el público. (Las expectativas específicas de cada grado para los tipos de escritura se definen en los estándares 1 a 3, en la sección de Escritura: Tipos y Propósitos de Textos de 4.º grado).
4;Escritura;Producción y distribución de escritos;W.4.5;Desarrollar y fortalecer la escritura según sea necesario mediante la planificación, revisión y edición.
4;Escritura;Producción y distribución de escritos;W.4.5.a;Demostrar dominio de las convenciones estándar del inglés (como se describe en los Estándares de idioma 1 a 3 hasta el grado 4 inclusive).
4;Escritura;Producción y distribución de escritos;W.4.5.b;Demostrar la capacidad de utilizar vocabulario académico general y específico del dominio de manera apropiada (como se describe en los Estándares de lenguaje 4 a 6 hasta el 4.º grado inclusive).
4;Escritura;Producción y distribución de escritos;W.4.6;"Utilizar la tecnología, incluidas las actuales plataformas de comunicación basadas en la web, para producir y publicar escritos, así como para interactuar y colaborar con otros; demostrar un dominio suficiente de las habilidades de mecanografía para escribir un mínimo de una página en una sola sesión."
4;Escritura;Investigación para construir y presentar conocimiento;W.4.7;Realizar proyectos de investigación cortos que construyan conocimiento a través de la investigación de diferentes aspectos de un tema.
4;Escritura;Investigación para construir y presentar conocimiento;W.4.8;"Recordar información relevante de experiencias o recopilar información relevante de fuentes impresas y digitales; tomar notas y categorizar la información y proporcionar una lista de fuentes."
4;Escritura;Investigación para construir y presentar conocimiento;W.4.9;Extraer evidencia de textos literarios o informativos para respaldar el análisis escrito, la reflexión y la investigación, aplicando uno o más estándares de grado 4 para lectura de literatura o lectura de textos informativos según sea necesario.
4;Escritura;Rango de escritura;W.4.10;Escriba de manera rutinaria durante períodos de tiempo prolongados (tiempo para investigar, reflexionar y revisar) y períodos de tiempo más cortos (una sola sesión o un día o dos) para una variedad de tareas, propósitos y audiencias específicas de la disciplina.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.1;Participar eficazmente en una variedad de debates colaborativos (uno a uno, en grupos y dirigidos por el docente) con diversos compañeros sobre temas y textos de cuarto grado, basándose en las ideas de los demás y expresando las suyas con claridad.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.1.a;"Asista a las discusiones preparado, habiendo leído o estudiado el material requerido; aproveche explícitamente dicha preparación y otra información conocida sobre el tema para explorar las ideas en discusión. (Consulte el Estándar 1 de Lectura Literaria y el Estándar 1 de Lectura Informativa de 4.º grado para conocer las expectativas específicas sobre el uso de evidencia textual)."
4;Hablar y escuchar;Comprensión y colaboración;SL.4.1.b;Seguir las reglas acordadas para las discusiones y llevar a cabo los roles asignados.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.1.c;Plantear y responder preguntas específicas para aclarar o dar seguimiento a la información y hacer comentarios que contribuyan a la discusión y se vinculen con los comentarios de otros.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.1.d;Revise las ideas clave expresadas y explique sus propias ideas y comprensión a la luz de la discusión.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.2;Parafrasear partes de un texto escrito leído en voz alta o información presentada en diversos medios y formatos, incluidos los visuales, cuantitativos y orales.
4;Hablar y escuchar;Comprensión y colaboración;SL.4.3;Identifique las razones y la evidencia que proporciona un orador para respaldar puntos particulares.
4;Hablar y escuchar;Presentación de conocimientos e ideas;SL.4.4;"Informar sobre un tema, texto, procedimiento o solución a un problema matemático, contar una historia o relatar una experiencia de manera organizada, utilizando hechos apropiados y detalles descriptivos relevantes para respaldar las ideas o temas principales; hablar con claridad a un ritmo comprensible y usar vocabulario apropiado (consulte los Estándares de lenguaje de grado 4 4-6 para conocer las expectativas específicas con respecto al vocabulario)."
4;Hablar y escuchar;Presentación de conocimientos e ideas;SL.4.5;Agregue grabaciones de audio y presentaciones visuales a las presentaciones cuando sea apropiado para mejorar el desarrollo de las ideas o temas principales.
4;Hablar y escuchar;Presentación de conocimientos e ideas;SL.4.6;"Distinguir entre contextos que requieren inglés formal (p. ej., la presentación de resultados de investigación) y situaciones donde el discurso informal es apropiado (p. ej., una discusión en grupos pequeños); usar inglés formal cuando sea apropiado para la tarea y la situación. (Consultar los Estándares de Lenguaje de 4.º grado 1 y 3 para conocer las expectativas específicas)."
4;Idioma;Convenciones del inglés estándar;L.4.1;"Demostrar dominio de las convenciones gramaticales y de uso del inglés estándar al escribir y hablar; retener y desarrollar las habilidades lingüísticas aprendidas en grados anteriores. (Véase el Estándar de Escritura 5 de 4.º grado y el Estándar de Habla y Comprensión Auditiva 6 para fortalecer la escritura y las presentaciones mediante la aplicación del conocimiento de las convenciones)."
