Grau;Área;Emitir;Código;Descrição
 6-8;Pensamento computacional;Abstração;6-8.CT.a.1;"Descreva como os dados são abstraídos listando os atributos de itens do cotidiano para representá-los, ordená-los e compará-los (por exemplo, endereço como uma abstração para locais; marca, modelo e número da placa de um carro como uma abstração para carros)."
 6-8;Pensamento computacional;Abstração;6-8.CT.a.2;Defina uma função simples que represente uma tarefa/problema mais complexo e que possa ser reutilizada para resolver tarefas/problemas semelhantes.
 6-8;Pensamento computacional;Abstração;6-8.CT.a.3;Utilize a decomposição para definir e aplicar um esquema de classificação hierárquica a um sistema complexo, como o corpo humano, a classificação animal ou na ciência da computação.
 6-8;Pensamento computacional;Algoritmos;6-8.CT.b.1;Crie soluções que utilizem repetição e condicionais.
 6-8;Pensamento computacional;Algoritmos;6-8.CT.b.2;Utilize o raciocínio lógico para prever resultados a partir de diferentes dados de entrada.
 6-8;Pensamento computacional;Algoritmos;6-8.CT.b.3;Analise um problema individualmente e em colaboração e crie uma subsolução para cada uma de suas partes (por exemplo, videogame, pista de obstáculos para robôs, preparação do jantar).
 6-8;Pensamento computacional;Algoritmos;6-8.CT.b.4;Reconheça que mais de um algoritmo pode resolver um determinado problema.
 6-8;Pensamento computacional;Algoritmos;6-8.CT.b.5;Reconheça que é necessário levar em consideração as limitações de um algoritmo para que ele produza resultados corretos.
 6-8;Pensamento computacional;Dados;6-8.CT.c.1;Demonstre que os números podem ser representados em diferentes sistemas de base (por exemplo, binário, octal e hexadecimal) e que o texto pode ser representado de diferentes maneiras (por exemplo, Código Padrão Americano para Intercâmbio de Informação [ASCII]).
 6-8;Pensamento computacional;Dados;6-8.CT.c.2;Descreva como os computadores armazenam, manipulam e transferem tipos de dados e arquivos (por exemplo, números inteiros, números reais, operadores booleanos) em um sistema binário.
 6-8;Pensamento computacional;Dados;6-8.CT.c.3;Criar, modificar e usar um banco de dados (por exemplo, definir formatos de campo, adicionar novos registros, manipular dados), individualmente e em colaboração, para analisar dados e propor soluções para uma tarefa/problema.
 6-8;Pensamento computacional;Dados;6-8.CT.c.4;Realizar diversas operações, como classificar, filtrar e pesquisar em um banco de dados para organizar e exibir informações de várias maneiras, como formatos numéricos (notação científica e porcentagens), gráficos, tabelas e diagramas.
 6-8;Pensamento computacional;Dados;6-8.CT.c.5;Selecionar e utilizar tecnologia de coleta de dados (por exemplo, sondas, dispositivos portáteis, sistemas de mapeamento geográfico) para coletar, visualizar, organizar, analisar e relatar, individualmente e em colaboração, os resultados de questões relacionadas ao conteúdo.
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.1;Comparar algoritmos individualmente e em conjunto para resolver um problema, com base em um critério específico (por exemplo, tempo, recursos, acessibilidade).
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.2;Utilize recursos para ocultar detalhes em um programa.
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.3;Criar um programa, individualmente e em colaboração, que implemente um algoritmo para atingir um objetivo específico.
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.4;Implementar soluções para problemas usando uma linguagem de programação, incluindo todos os seguintes elementos: comportamento de laços de repetição, instruções condicionais, expressões, variáveis e funções.
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.5;Acompanhe os programas passo a passo para prever seu comportamento.
 6-8;Pensamento computacional;Programação e desenvolvimento;6-8.CT.d.6;Utilize uma abordagem iterativa para o desenvolvimento e a depuração, a fim de compreender claramente as dimensões de um problema.
 6-8;Pensamento computacional;Modelagem e simulação;6-8.CT.e.1;Crie um modelo de um sistema do mundo real e explique por que alguns detalhes, características e comportamentos foram necessários no modelo e por que alguns poderiam ser ignorados.
 6-8;Pensamento computacional;Modelagem e simulação;6-8.CT.e.2;Utilizar e modificar simulações para analisar e ilustrar um conceito em profundidade (por exemplo, interação de raios de luz/ondas mecânicas com materiais, variação genética).
 6-8;Pensamento computacional;Modelagem e simulação;6-8.CT.e.3;Selecionar e utilizar simulações computacionais, individualmente e em colaboração, para coletar, visualizar, analisar e relatar resultados de problemas relacionados ao conteúdo (por exemplo, migração, comércio, função celular).
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.1;Avaliar e projetar um ambiente de trabalho ergonômico.
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.2;Explique as práticas seguras para colaboração online, incluindo como antecipar situações potencialmente perigosas.
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.3;Desenvolver estratégias para combater o bullying/cyberbullying.
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.4;Identificar as consequências do cyberbullying/assédio para a saúde mental.
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.5;Explique como a pressão dos pares em ambientes de computação social influencia as escolhas.
 9-12;Computação e sociedade;Segurança e proteção;9-12.CAS.a.6;Aplique estratégias para lidar com a pressão negativa dos colegas e promover a pressão positiva dos colegas.
 9-12;Computação e sociedade;Ética e leis;9-12.CAS.b.1;Modelo de domínio da Política de Uso Aceitável (PUA) da escola?
 9-12;Computação e sociedade;Ética e leis;9-12.CAS.b.2;Identificar as leis relacionadas à informática e analisar seu impacto na privacidade digital, segurança, propriedade intelectual, acesso à rede, contratos e as consequências do sexting e do assédio.
 9-12;Computação e sociedade;Ética e leis;9-12.CAS.b.3;Analise as implicações legais e éticas associadas à pirataria informática e à invasão de software.
 9-12;Computação e sociedade;Ética e leis;9-12.CAS.b.4;Interpretação de contratos de licença de software e permissões de aplicativos.
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.1;Explique o impacto da exclusão digital no acesso a informações essenciais.
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.2;Analise o impacto da tecnologia da informação nos negócios e no comércio (por exemplo, rastreamento automatizado de ativos, transações financeiras automatizadas, comércio eletrônico, computação em nuvem).
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.3;Descreva o papel que a tecnologia assistiva pode desempenhar na vida das pessoas.
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.4;Crie um artefato digital projetado para ser acessível (por exemplo, legendas para áudio, texto alternativo para imagens).
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.5;Analise os efeitos benéficos e prejudiciais das inovações informáticas (por exemplo, redes sociais, distribuição de notícias e outros meios de comunicação públicos, comunicação intercultural).
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.6;Cultive uma presença online positiva (por exemplo, currículo digital, portfólio, redes sociais).
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.7;Identificar maneiras de usar a tecnologia para apoiar a aprendizagem ao longo da vida.
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.8;Analise o impacto dos valores e pontos de vista apresentados nas mensagens da mídia (por exemplo, raciais, de gênero, políticos).
 9-12;Computação e sociedade;Impacto interpessoal e social;9-12.CAS.c.9;Analise as implicações sociais e econômicas associadas à invasão de computadores, à pirataria de software e ao ciberterrorismo.
 9-12;Ferramentas digitais e colaboração;Ferramentas digitais;9-12.DTC.a.1;Utilize ferramentas digitais para projetar e desenvolver um artefato digital significativo (por exemplo, um site com várias páginas, um portfólio online, uma simulação).
 9-12;Ferramentas digitais e colaboração;Ferramentas digitais;9-12.DTC.a.2;Selecione ferramentas ou recursos digitais com base em sua eficiência e eficácia para uso em um projeto ou tarefa e justifique sua escolha.
 9-12;Ferramentas digitais e colaboração;Colaboração e comunicação;9-12.DTC.b.1;Comunique e publique ideias e detalhes importantes para diversos públicos usando ferramentas digitais e recursos multimídia.
 9-12;Ferramentas digitais e colaboração;Colaboração e comunicação;9-12.DTC.b.2;Colaborar em um projeto importante com especialistas externos ou outras pessoas por meio de ferramentas digitais online (por exemplo, projeto de feira de ciências, projeto de serviço comunitário, projeto final).
 9-12;Ferramentas digitais e colaboração;Investigação;9-12.DTC.c.1;Gere, avalie e priorize perguntas que possam ser investigadas usando recursos ou ferramentas digitais.
 9-12;Ferramentas digitais e colaboração;Investigação;9-12.DTC.c.2;Realizar pesquisas avançadas para localizar informações e/ou elaborar uma abordagem de coleta de dados para reunir dados originais (por exemplo, entrevistas qualitativas, pesquisas, protótipos, simulações).
 9-12;Ferramentas digitais e colaboração;Investigação;9-12.DTC.c.3;Avalie as fontes digitais necessárias para resolver um determinado problema (por exemplo, confiabilidade, ponto de vista, relevância).
 9-12;Ferramentas digitais e colaboração;Investigação;9-12.DTC.c.4;Coletar, organizar, analisar e sintetizar informações usando diversas ferramentas digitais.
 9-12;Ferramentas digitais e colaboração;Investigação;9-12.DTC.c.5;Crie um artefato que responda a uma pergunta de pesquisa, comunique resultados e conclusões e cite as fontes.
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.1;Selecione dispositivos computacionais (por exemplo, sonda, sensor, tablet) para realizar uma tarefa no mundo real (por exemplo, coletar dados em um experimento de campo) e justifique sua escolha.
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.2;Analise como os componentes dos dispositivos informáticos são controlados e reagem aos comandos programados.
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.3;Aplique estratégias para identificar e resolver problemas rotineiros de hardware e software que ocorrem no dia a dia (por exemplo, atualizar patches de software, verificar a presença de vírus, esvaziar a lixeira, executar softwares utilitários, fechar todos os programas, reiniciar, usar fontes de ajuda).
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.4;Explique e demonstre como dispositivos computacionais especializados podem ser usados para resolução de problemas, tomada de decisões e criatividade em todas as áreas do conhecimento.
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.5;Descreva como os dispositivos computacionais gerenciam e alocam recursos compartilhados (por exemplo, memória, unidade central de processamento [CPU]).
 9-12;Sistemas de computador;dispositivos de computador;9-12.CS.a.6;Examine a taxa histórica de mudança nos dispositivos computacionais (por exemplo, potência/energia, capacidade de processamento, velocidade, tamanho, facilidade de uso) e analise as implicações para o futuro.
 9-12;Sistemas de computador;Parcerias entre humanos e computadores;9-12.CS.b.1;Identifique um problema que não pode ser resolvido apenas por humanos ou máquinas e projete uma solução para ele, dividindo a tarefa em subproblemas adequados para serem resolvidos por um humano ou por uma máquina (por exemplo, uma equipe humano-computador jogando xadrez, prevendo o tempo, pilotando aviões).
 9-12;Sistemas de computador;Redes;9-12.CS.c.1;Explique como as topologias e os protocolos de rede permitem que usuários, dispositivos e sistemas se comuniquem entre si.
 9-12;Sistemas de computador;Redes;9-12.CS.c.2;Analise as vulnerabilidades comuns da rede (por exemplo, ciberataques, roubo de identidade, privacidade) e as respectivas soluções.
 9-12;Sistemas de computador;Redes;9-12.CS.c.3;Analise os problemas (por exemplo, latência, largura de banda, firewalls, capacidade do servidor) que afetam a funcionalidade da rede.
 9-12;Sistemas de computador;Serviços;9-12.CS.d.1;Compare o valor de usar um serviço existente versus criar uma funcionalidade equivalente (por exemplo, usar um mecanismo de busca de referências versus criar um banco de dados de referências para um projeto).
 9-12;Sistemas de computador;Serviços;9-12.CS.d.2;Explique o conceito de qualidade de serviço (por exemplo, segurança, disponibilidade, desempenho) para provedores de serviços (por exemplo, lojas online que devem fornecer transações seguras para o comprador e o vendedor).
 9-12;Pensamento computacional;Abstração;9-12.CT.a.1;Discuta e dê um exemplo do valor de generalizar e decompor aspectos de um problema para resolvê-lo de forma mais eficaz.
 9-12;Pensamento computacional;Algoritmos;9-12.CT.b.1;Reconheça que o projeto de um algoritmo é diferente de sua expressão em uma linguagem de programação.
 9-12;Pensamento computacional;Algoritmos;9-12.CT.b.2;Representar algoritmos usando linguagem estruturada, como pseudocódigo.
 9-12;Pensamento computacional;Algoritmos;9-12.CT.b.3;Explique como uma solução recursiva para um problema aplica repetidamente a mesma solução a instâncias menores do problema.
 9-12;Pensamento computacional;Algoritmos;9-12.CT.b.4;O texto descreve que existem maneiras de caracterizar o desempenho dos algoritmos e que dois algoritmos podem ter desempenhos diferentes para a mesma tarefa.
 9-12;Pensamento computacional;Algoritmos;9-12.CT.b.5;Explique que existem alguns problemas que não podem ser resolvidos computacionalmente.
 9-12;Pensamento computacional;Dados;9-12.CT.c.1;Descreva como os tipos de dados, as estruturas e a compressão em programas afetam o armazenamento e a qualidade dos dados (por exemplo, o tamanho dos arquivos de imagem digital é afetado pela resolução e pela profundidade de cor).
 9-12;Pensamento computacional;Dados;9-12.CT.c.2;Crie uma estrutura de dados multidimensional adequada que possa ser filtrada, classificada e pesquisada (por exemplo, matriz, lista, registro).
 9-12;Pensamento computacional;Dados;9-12.CT.c.3;Criar, avaliar e analisar visualizações de dados para comunicação e disseminação de conhecimento.
 9-12;Pensamento computacional;Dados;9-12.CT.c.4;Analisar um conjunto de dados complexo para responder a uma pergunta ou testar uma hipótese (por exemplo, analisar um grande conjunto de dados meteorológicos ou financeiros para prever padrões futuros).
 9-12;Pensamento computacional;Dados;9-12.CT.c.5;Identificar diferentes problemas (por exemplo, problemas de grande escala ou que envolvem várias partes, problemas que exigem conhecimento especializado, problemas que afetam muitos membros) que podem se beneficiar da colaboração, processando e analisando dados para desenvolver novas ideias e conhecimentos.
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.1;Utilize um processo de desenvolvimento para criar um artefato computacional que resulte em um produto mínimo viável e inclua reflexão, análise e iteração (por exemplo, um programa de análise de dados para uma feira de ciências e engenharia, um projeto final que inclua um programa, um projeto de pesquisa final baseado em dados de programa).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.2;Decomponha um problema definindo funções que aceitam parâmetros e produzem valores de retorno.
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.3;Selecione a estrutura de dados apropriada para representar as informações de um determinado problema (por exemplo, registros, matrizes, listas).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.4;Analise as vantagens e desvantagens de diferentes abordagens para resolver um determinado problema (por exemplo, desempenho em termos de espaço/tempo, facilidade de manutenção, correção, elegância).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.5;Utilize estruturas de repetição apropriadas em programas (por exemplo, FOR, WHILE, RECURSION).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.6;Utilize estruturas condicionais apropriadas em programas (por exemplo, IF-THEN, IF-THEN-ELSE, SWITCH).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.7;Utilize corretamente os recursos de uma linguagem de programação ou ferramenta para garantir a precedência dos operadores.
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.8;Utilize o escopo global e local adequadamente no projeto do programa (por exemplo, para variáveis).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.9;Selecione e utilize um componente ou biblioteca apropriada para facilitar as soluções de programação (por exemplo, turtle, Sistema de Posicionamento Global [GPS], biblioteca de estatística).
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.10;Utilize um processo de design iterativo, incluindo o aprendizado com os erros, para obter uma melhor compreensão do domínio do problema.
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.11;Participar em métodos sistemáticos de teste e depuração para garantir a correção do programa.
 9-12;Pensamento computacional;Programação e desenvolvimento;9-12.CT.d.12;Demonstre como documentar um programa para que outros possam compreender seu planejamento e implementação.
 9-12;Pensamento computacional;Modelagem e simulação;9-12.CT.e.1;Criar modelos e simulações para ajudar a formular, testar e refinar hipóteses.
 9-12;Pensamento computacional;Modelagem e simulação;9-12.CT.e.2;Elabore um modelo a partir de uma hipótese gerada por meio de pesquisa e execute uma simulação para coletar e analisar dados a fim de testar essa hipótese.
