"dia","grado","asignatura","area","codigo","descripcion"
14,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
15,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
16,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
17,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
18,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
19,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
20,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
21,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
22,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
23,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
24,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
25,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
26,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
27,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
28,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
29,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
30,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
31,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
32,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
33,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
34,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
35,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
36,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
37,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
38,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
39,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
40,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
41,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
42,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
43,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
44,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
45,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
46,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
47,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
48,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
49,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
50,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
51,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
52,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
53,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
54,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
55,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
56,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
57,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
58,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
59,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
60,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
61,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
62,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
63,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
64,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
65,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
66,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
67,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
68,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
69,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
70,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
71,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
72,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
73,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
74,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
75,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
76,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
77,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
78,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
79,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
80,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
81,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
82,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
83,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
84,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
85,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
86,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
87,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
88,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
89,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
90,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
91,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
92,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
93,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
94,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
95,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
96,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
97,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
98,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
99,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
100,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
101,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
102,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
103,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
104,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
105,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
106,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
107,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
108,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
109,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
110,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
111,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
112,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
113,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
114,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
115,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
116,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
117,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
118,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
119,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
120,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
121,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
122,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
123,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
124,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
125,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
126,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
127,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
128,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
129,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
130,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
131,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
132,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
133,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
134,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
135,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
136,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
137,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
138,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
139,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
140,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
141,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
142,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
143,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
144,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
145,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
146,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
147,"2°","Biblia","Alfabetización Bíblica","2.BL.1.a","Puedo identificar la participación de Dios en los eventos de la vida de Moisés desde su nacimiento hasta las plagas."
148,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
149,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.i","Puedo volver a contar la historia de Job."
150,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
151,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.ii","Puedo volver a contar la historia de Josué y Jericó."
152,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
153,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iii","Puedo volver a contar la historia de Elías."
154,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
155,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.iv","Puedo volver a contar la historia de Ester."
156,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
157,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.v","Puedo volver a contar la historia de Daniel."
158,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
159,"2°","Biblia","Alfabetización Bíblica","2.BL.1.b.vi","Puedo volver a contar la historia de Pedro (ej. su negación, escape de la prisión y la salvación de Cornelio)."
160,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
161,"2°","Biblia","Alfabetización Bíblica","2.BL.1.c","Puedo comparar la historia de Pablo y Silas con la historia de Pablo y Bernabé."
162,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
163,"2°","Biblia","Alfabetización Bíblica","2.BL.1.d","Puedo nombrar los libros de la Biblia."
164,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
165,"2°","Biblia","Alfabetización Bíblica","2.BL.1.e","Puedo memorizar los versículos bíblicos fundamentales (Romanos 5:8, Romanos 6:23, Romanos 10:13, Filipenses 1:6) y explicar lo que significan con mis propias palabras."
166,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
167,"2°","Biblia","Discernimiento Espiritual","2.SD.2.a","Puedo dar ejemplos de hacer lo correcto incluso si es difícil."
168,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
169,"2°","Biblia","Discernimiento Espiritual","2.SD.2.b","Puedo explicar cómo hablar con Dios puede ayudarme."
170,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
171,"2°","Biblia","Discernimiento Espiritual","2.SD.2.c","Puedo explicar que la salvación viene solo a través de Jesús."
172,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
173,"2°","Biblia","Cosmovisión Bíblica","2.BW.3.a","Puedo explicar por qué debo leer y obedecer la Palabra de Dios."
174,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
175,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.a","Puedo dar ejemplos de personas de diferentes culturas y religiones a las que debo mostrar respeto."
176,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
177,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.b","Puedo explicar por qué necesito obedecer a los que están en autoridad."
178,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
179,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.c","Puedo explicar cómo amar perdonando a otros y pidiendo perdón."
180,"2°","Biblia","Aplicación a la Vida y Servicio","2.LAS.4.d","Puedo describir formas en que puedo mostrar compasión por las personas pobres o necesitadas."
1,"3°","Biblia","Alfabetización Bíblica","3.BL.1.a","Puedo recordar eventos clave en la vida de Cristo, como su nacimiento, bautismo, tentaciones, elección de discípulos, muerte, resurrección y ascensión."
2,"3°","Biblia","Alfabetización Bíblica","3.BL.1.a","Puedo recordar eventos clave en la vida de Cristo, como su nacimiento, bautismo, tentaciones, elección de discípulos, muerte, resurrección y ascensión."
3,"3°","Biblia","Alfabetización Bíblica","3.BL.1.a","Puedo recordar eventos clave en la vida de Cristo, como su nacimiento, bautismo, tentaciones, elección de discípulos, muerte, resurrección y ascensión."
4,"3°","Biblia","Alfabetización Bíblica","3.BL.1.b","Puedo identificar el significado de varias parábolas que Jesús contó."
5,"3°","Biblia","Alfabetización Bíblica","3.BL.1.b","Puedo identificar el significado de varias parábolas que Jesús contó."
6,"3°","Biblia","Alfabetización Bíblica","3.BL.1.c","Puedo identificar varios milagros que Jesús realizó."
7,"3°","Biblia","Alfabetización Bíblica","3.BL.1.c","Puedo identificar varios milagros que Jesús realizó."
8,"3°","Biblia","Alfabetización Bíblica","3.BL.1.d.i","Puedo ubicar en un mapa los lugares de la vida de Jesús (ej. Belén, Egipto, Nazaret, Jerusalén, río Jordán, mar de Galilea, Betania)."
9,"3°","Biblia","Alfabetización Bíblica","3.BL.1.d.i","Puedo ubicar en un mapa los lugares de la vida de Jesús (ej. Belén, Egipto, Nazaret, Jerusalén, río Jordán, mar de Galilea, Betania)."
10,"3°","Biblia","Alfabetización Bíblica","3.BL.1.d.ii","Puedo ubicar en un mapa las ciudades en los viajes de Pablo."
11,"3°","Biblia","Alfabetización Bíblica","3.BL.1.d.ii","Puedo ubicar en un mapa las ciudades en los viajes de Pablo."
12,"3°","Biblia","Alfabetización Bíblica","3.BL.1.e","Puedo explicar cómo se difundió el evangelio después de la ascensión de Jesús (la venida del Espíritu Santo en Pentecostés, la persecución de los creyentes, los viajes misioneros de Pablo)."
13,"3°","Biblia","Alfabetización Bíblica","3.BL.1.e","Puedo explicar cómo se difundió el evangelio después de la ascensión de Jesús (la venida del Espíritu Santo en Pentecostés, la persecución de los creyentes, los viajes misioneros de Pablo)."
14,"3°","Biblia","Alfabetización Bíblica","3.BL.1.f","Puedo explicar el propósito de la muerte de Jesús en la cruz."
15,"3°","Biblia","Alfabetización Bíblica","3.BL.1.f","Puedo explicar el propósito de la muerte de Jesús en la cruz."
16,"3°","Biblia","Alfabetización Bíblica","3.BL.1.g","Puedo categorizar los libros del Nuevo Testamento en Evangelios, Hechos de los Apóstoles, cartas (de Pablo, generales) y Apocalipsis."
17,"3°","Biblia","Alfabetización Bíblica","3.BL.1.g","Puedo categorizar los libros del Nuevo Testamento en Evangelios, Hechos de los Apóstoles, cartas (de Pablo, generales) y Apocalipsis."
18,"3°","Biblia","Alfabetización Bíblica","3.BL.1.h","Puedo memorizar los versículos bíblicos fundamentales (Juan 1:1-2, Juan 3:3, Romanos 8:38-39, 2 Corintios 5:17) y explicar lo que significan para mí."
19,"3°","Biblia","Alfabetización Bíblica","3.BL.1.h","Puedo memorizar los versículos bíblicos fundamentales (Juan 1:1-2, Juan 3:3, Romanos 8:38-39, 2 Corintios 5:17) y explicar lo que significan para mí."
20,"3°","Biblia","Discernimiento Espiritual","3.SD.2.a","Puedo explicar cómo Dios puede guiarme en todas las circunstancias como parte de su buen plan."
21,"3°","Biblia","Discernimiento Espiritual","3.SD.2.a","Puedo explicar cómo Dios puede guiarme en todas las circunstancias como parte de su buen plan."
22,"3°","Biblia","Discernimiento Espiritual","3.SD.2.b","Puedo describir el papel de la alabanza y la acción de gracias en la oración."
23,"3°","Biblia","Discernimiento Espiritual","3.SD.2.b","Puedo describir el papel de la alabanza y la acción de gracias en la oración."
24,"3°","Biblia","Discernimiento Espiritual","3.SD.2.c","Puedo diferenciar entre cosas útiles y dañinas que entran en mi mente."
25,"3°","Biblia","Discernimiento Espiritual","3.SD.2.c","Puedo diferenciar entre cosas útiles y dañinas que entran en mi mente."
26,"3°","Biblia","Cosmovisión Bíblica","3.BW.3.a","Puedo usar las Escrituras para mostrar que Jesús es la Palabra de Dios."
27,"3°","Biblia","Cosmovisión Bíblica","3.BW.3.a","Puedo usar las Escrituras para mostrar que Jesús es la Palabra de Dios."
28,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.a","Puedo identificar a quienes Dios ha puesto en autoridad sobre mí y nombrar formas en que puedo obedecerles."
29,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.a","Puedo identificar a quienes Dios ha puesto en autoridad sobre mí y nombrar formas en que puedo obedecerles."
30,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.b","Puedo explicar por qué debo perdonar a otros."
31,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.b","Puedo explicar por qué debo perdonar a otros."
32,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.c","Puedo dar ejemplos de cómo asumir la responsabilidad de mis acciones."
33,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.c","Puedo dar ejemplos de cómo asumir la responsabilidad de mis acciones."
34,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.d","Puedo explicar por qué debo mostrar compasión por las personas pobres o necesitadas."
35,"3°","Biblia","Aplicación a la Vida y Servicio","3.LAS.4.d","Puedo explicar por qué debo mostrar compasión por las personas pobres o necesitadas."
36,"3°","Biblia","Alfabetización Bíblica","3.BL.1.a","Puedo recordar eventos clave en la vida de Cristo, como su nacimiento, bautismo, tentaciones, elección de discípulos, muerte, resurrección y ascensión."
37,"3°","Biblia","Alfabetización Bíblica","3.BL.1.a","Puedo recordar eventos clave en la vida de Cristo, como su nacimiento, bautismo, tentaciones, elección de discípulos, muerte, resurrección y ascensión."
38,"3°","Biblia","Alfabetización Bíblica","3.BL.1.b","Puedo identificar el significado de varias parábolas que Jesús contó."
