Grau;Área;Emitir;Código;Descrição
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.02;"Identifique as principais razões para a Guerra Civil (por exemplo, a escravidão, a competição política e econômica nos territórios do oeste, a ascensão do Partido Republicano) e os resultados mais importantes da guerra (por exemplo, o fim da escravidão, a Reconstrução, a expansão do papel do governo federal, o crescimento industrial no Norte). Esclarecimento: No quarto ano do ensino fundamental, os alunos foram apresentados à Guerra Civil enquanto aprendiam sobre os estados Confederados e da União; eles estudarão a Guerra Civil com mais profundidade no ensino fundamental II."
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.03;Explique as ideias e os papéis de algumas das pessoas do período anterior à Guerra Civil que lideraram a luta contra a escravidão (abolicionismo) e pelo direito ao voto e à propriedade para os afro-americanos (por exemplo, Harriet Tubman, Nat Turner, Sojourner Truth, Frederick Douglass, William Lloyd Garrison, Harriet Beecher Stowe).
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.04;"Identifique os principais líderes militares e batalhas da Guerra Civil (por exemplo, Ulysses S. Grant, Robert E. Lee, William Tecumseh Sherman, Stonewall Jackson; batalhas de Bull Run, Shiloh, Fredericksburg, Vicksburg, Gettysburg, Appomattox)."
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.05;Descreva o papel de Abraham Lincoln no desenvolvimento do Partido Republicano e suas ações como presidente durante a Guerra Civil, incluindo a Proclamação da Emancipação e as 13ª, 14ª e 15ª Emendas à Constituição.
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.06;Explique as consequências da Proclamação da Emancipação e das 13ª, 14ª e 15ª Emendas para os direitos dos afro-americanos. a. A defesa dos direitos das mulheres em torno da aprovação da 14ª e 15ª Emendas e sua relação com o subsequente movimento pelos direitos das mulheres. b. A conquista do direito de voto pelas mulheres com a aprovação da 19ª Emenda em 1920.
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.07;Descreva as condições de vida dos afro-americanos após a Guerra Civil, durante a era das leis de segregação racial (Jim Crow), incluindo as limitadas oportunidades educacionais e econômicas, a segregação de serviços públicos (como escolas e universidades, bairros, seções de ônibus e trens, restaurantes e cinemas), a perpetuação organizada de crenças supremacistas brancas e a ameaça de violência por parte de grupos ilegais como a Ku Klux Klan. Descreva o papel desempenhado pelas igrejas afro-americanas, organizações cívicas e jornais no apoio e na unificação das comunidades afro-americanas.
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.08;"Pesquise e analise uma das pessoas, organizações, eventos ou atos legislativos do século XX que contribuíram para a expansão dos direitos civis de afro-americanos, mulheres e outros grupos nos Estados Unidos. Explicação: Ao abordar este padrão, alunos e professores podem optar por se concentrar em qualquer um dos seguintes: Pessoas como Martin Luther King Jr., Rosa Parks, Ruby Bridges, Thurgood Marshall, Edward Brooke, Jackie Robinson, Marian Anderson, Bayard Rustin, Eleanor Roosevelt, Frances Perkins, Lorraine Hansberry, Gloria Steinem, Betty Friedan, Geraldine Ferraro, César Chávez, Dolores Huerta, Sandra Day O'Connor, Ruth Bader Ginsburg; Organizações como a Organização Nacional para o Progresso de Pessoas de Cor (NAACP), a Organização Nacional para as Mulheres (NOW); eventos como a Marcha sobre Washington de 1963, os esforços nas décadas de 1960 e 1970 para a dessegregação dos sistemas de escolas públicas municipais em Massachusetts; Legislação como a Lei da Igualdade Salarial (1963), a campanha e subsequente derrota da Emenda da Igualdade de Direitos (década de 1970), a promulgação do Título IX (proibição da discriminação com base no gênero, 1972)"
5;História dos Estados Unidos até a Guerra Civil e o Movimento Moderno pelos Direitos Civis;Tópico 5: A escravidão, o legado da Guerra Civil e a luta pelos direitos civis para todos.;HSS.5.T5.09;"Explique como o movimento pelos direitos civis dos afro-americanos no século XX serviu de modelo para outros movimentos pelos direitos civis (por exemplo, a segunda onda do movimento feminista nas décadas de 1960 e 1970, o movimento pelos direitos das pessoas com deficiência e o movimento LGBTQ+). Esclarecimento: Esses padrões do século XX visam conscientizar os alunos de que o movimento para estender a igualdade a todos tem suas raízes em ideias do século XVIII e é por isso que os documentos fundamentais são relevantes para todos os períodos da história dos EUA. Os vínculos entre liberdade, justiça e igualdade permanecem centrais para a vida cívica coletiva da nação hoje. As principais fontes primárias estão listadas no Apêndice D. Desfile pelo Progresso: Procissão pelo Sufrágio Feminino em Washington, D.C. (1913). Trechos do discurso ""Eu Tenho um Sonho"" de Martin Luther King Jr. (1963). Fonte primária sugerida no Apêndice D. Mapas do sufrágio feminino em 1880 e 1910."
6;Geografia Mundial e Civilizações Antigas I;Tópico 1: Estudo de sociedades complexas, passadas e presentes;HSS.6.T1.01;Explique como diferentes áreas acadêmicas dentro das ciências sociais se concentram em diferentes meios para estudar as sociedades no passado e no presente.
6;Geografia Mundial e Civilizações Antigas I;Tópico 1: Estudo de sociedades complexas, passadas e presentes;HSS.6.T1.02;Dê exemplos de como uma interpretação histórica atual poderia se basear em uma interpretação do passado, expandi-la ou rejeitá-la.
6;Geografia Mundial e Civilizações Antigas I;Tópico 1: Estudo de sociedades complexas, passadas e presentes;HSS.6.T1.03;Dê exemplos de como arqueólogos, historiadores, geógrafos, economistas e cientistas políticos trabalham juntos para analisar evidências, desenvolver hipóteses e construir interpretações de civilizações antigas e clássicas. Esclarecimento: Com base no que os alunos aprenderam sobre civismo, economia, geografia e história nas séries anteriores, os padrões do 6º e 7º ano visam aprofundar sua compreensão de como as disciplinas das ciências sociais podem ser usadas sistematicamente no estudo de países, regiões e do passado.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.01;Descreva as principais mudanças climáticas e ambientais que moldaram a Terra e, em última análise, permitiram o desenvolvimento da vida humana. Esclarecimento: Os padrões de Ciências da Terra e do Espaço para o sexto ano do Ensino Fundamental, presentes no Currículo de Ciências e Tecnologia/Engenharia (2016), abordam o registro fóssil e o conceito de tempo geológico.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.02;Identifique sítios arqueológicos onde foram encontradas evidências das origens dos humanos modernos e explique as teorias atuais sobre como os grupos humanos migraram da África ao longo do tempo para os continentes que hoje conhecemos como Ásia, Europa, Américas e Oceania. Dê exemplos de como as pesquisas arqueológicas em andamento fornecem novos dados que modificam as interpretações sobre a datação das migrações e dos assentamentos.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.03;Explique que o termo Era Paleolítica se refere ao período mais antigo da história humana, que começou aproximadamente há 2,6 milhões de anos e durou até cerca de 11.700 anos atrás, caracterizado pelo primeiro uso de ferramentas de pedra, fogo, armas de caça e coleta e, por volta de 50.000 anos atrás, por pinturas rupestres, esculturas, ferramentas e artefatos que utilizavam diversos materiais, como osso, concha, pedra, pigmentos minerais e madeira.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.04;Explique que o termo Era Neolítica se refere ao período que começou há cerca de 10.000 anos e durou até aproximadamente 4500 ou 2000 a.C. em diferentes partes do mundo, durante o qual as tecnologias agrícolas (cultivo de plantas e domesticação de animais) e a metalurgia (mineração e trabalho com metais) foram inventadas e aperfeiçoadas, e durante o qual sociedades complexas começaram a surgir.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.05;Explique como sociedades complexas que praticam a agricultura podem diferir: algumas se desenvolvem em comunidades permanentemente sedentárias, outras são nômades e deslocam o gado de um lugar para outro, e algumas cultivam a terra temporariamente e se mudam para outro local quando um terreno deixa de ser produtivo.
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.06;"Explique que estudiosos têm tentado definir as características de uma sociedade complexa (às vezes chamada de ""civilização"") desde o início do século XX e, embora os debates continuem, muitos citam estas características: a. uma economia que produz excedentes alimentares; b. populações densas em áreas ou cidades distintas; c. classes sociais estratificadas; d. ocupações especializadas; e. sistemas desenvolvidos de governo, religião e aprendizado; f. conquistas em tecnologia, arte e arquitetura monumental; g. sistemas de registro, sejam escritos ou orais."
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.07;Explique as formas como as sociedades complexas interagem e se espalham de uma região para outra (por exemplo, através do comércio, intercâmbios culturais ou linguísticos, migração, conversão religiosa, conquista ou colonização).
6;Geografia Mundial e Civilizações Antigas I;Tópico 2: Origens humanas, as eras Neolítica e Paleolítica;HSS.6.T2.08;Construa e interprete uma linha do tempo que mostre alguns dos períodos-chave no desenvolvimento das sociedades humanas nas eras Paleolítica e Neolítica. Use as palavras ou abreviações corretas para identificar períodos ou datas em narrativas históricas (década, era, século, milênio, d.C., a.C., c. e circa). Identifique o número maior nas datas a.C. como indicativo do ano anterior (ou seja, 3000 a.C. é anterior a 2000 a.C.). Observação: Este pode ser o início de uma linha do tempo cumulativa, que pode ser digital ou em outro formato. Os alunos podem adicionar informações à medida que estudam outras civilizações nos 6º e 7º anos. Uma linha do tempo visual contínua pode aprimorar a compreensão das relações entre as civilizações e fornecer uma base para o aprendizado sobre períodos posteriores da história mundial no ensino médio.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3a: Geografia física e política da Ásia Ocidental moderna, do Oriente Médio e do Norte da África;HSS.6.T3a.01;Em um mapa físico, utilize os pontos cardeais, a escala, a legenda e o título para localizar as principais características físicas da região (por exemplo, o Oceano Índico, o Mar Negro, o Mar Egeu, o Mar Mediterrâneo, o Mar Vermelho, a Península Arábica, o Golfo Pérsico, os rios Nilo, Tigre e Eufrates, o Estreito de Gibraltar, o Bósforo e o Canal de Suez). Utilize outros tipos de mapas (por exemplo, mapas de relevo, de população e climáticos) para determinar as características importantes desta região.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3a: Geografia física e política da Ásia Ocidental moderna, do Oriente Médio e do Norte da África;HSS.6.T3a.02;"Em um mapa político da região, demonstre habilidades de leitura de mapas para distinguir países, capitais e outras cidades, descrevendo sua localização absoluta (usando coordenadas de latitude e longitude) e sua localização relativa (relação com outros países, cidades ou corpos d'água); utilize o conhecimento de mapas para complementar as informações obtidas no texto sobre uma cidade, país ou região."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3a: Geografia física e política da Ásia Ocidental moderna, do Oriente Médio e do Norte da África;HSS.6.T3a.03;Explique como as localizações absolutas e relativas, as principais características físicas, o clima e os recursos naturais desta região influenciaram os padrões de assentamento, o tamanho da população e as economias dos países.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3b: Mesopotâmia, c. 3500-1200 a.C.;HSS.6.T3b.01;"Explique como a presença dos rios Tigre e Eufrates contribuiu para o desenvolvimento da agricultura e de sociedades antigas complexas; explique por que os historiadores denominaram a região ao redor desses rios de ""Crescente Fértil""."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3b: Mesopotâmia, c. 3500-1200 a.C.;HSS.6.T3b.02;Em um mapa de sítios arqueológicos da região, identifique as localizações e os períodos dos sumérios, babilônios e assírios como estados e impérios sucessivos.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3b: Mesopotâmia, c. 3500-1200 a.C.;HSS.6.T3b.03;Descreva como a irrigação, a mineração e a metalurgia, a agricultura, a domesticação de animais e invenções como a roda, a vela e o arado contribuíram para o povoamento e o crescimento das civilizações mesopotâmicas.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3b: Mesopotâmia, c. 3500-1200 a.C.;HSS.6.T3b.04;"Analise as características e as principais conquistas da Mesopotâmia antiga. a. Uma sociedade complexa com governantes, sacerdotes, soldados, artesãos, agricultores e escravos. b. Uma religião baseada no politeísmo (crença em muitos deuses). c. Arquitetura monumental (o zigurate) e arte desenvolvida (incluindo grandes esculturas em relevo, mosaicos e selos cilíndricos esculpidos). d. Escrita cuneiforme, usada para registro de dados, cobrança de impostos, leis e literatura. e. A primeira epopeia (a Epopeia de Gilgamesh) e o primeiro conjunto de leis escritas (o Código de Hamurabi, por exemplo, ""Se um homem cegar o olho de outro homem, o seu olho será cegado"" [Olho por olho])."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.01;"Identifique a localização do antigo Alto e Baixo Egito e da antiga Núbia; e explique o significado dos termos ""Alto"" e ""Baixo"" neste contexto."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.02;Descreva a importância do rio Nilo para os antigos egípcios.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.03;Analise os tipos de evidências que arqueólogos e historiadores utilizaram para chegar a conclusões sobre as características sociais e econômicas da antiga Núbia (o Reino de Kush) e sua relação com as características do antigo Egito.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.04;Analise o papel do faraó como deus/rei e descreva como os faraós eram representados na pintura e na escultura, o conceito de dinastias e os feitos significativos de pelo menos um faraó ou rainha (por exemplo, Khufu, Akhenaton, Ramsés II, Nefertiti, Cleópatra).
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.05;Descreva as relações entre as classes sociais (por exemplo, a relação do faraó com os sacerdotes, os nobres, os funcionários do governo, os soldados, os escribas, os artesãos, os agricultores e os camponeses, os trabalhadores e os escravos).
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.06;Descreva a religião politeísta do antigo Egito no que diz respeito às crenças sobre a morte, o comportamento adequado, a vida após a morte, a mumificação e os papéis das divindades.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3c: Ásia Ocidental, Oriente Médio e Norte da África: Egito Antigo, c. 3000-1200 a.C.;HSS.6.T3c.07;"Resuma as principais conquistas do Antigo, Médio e Novo Império (por exemplo, o sistema agrícola; o conhecimento de matemática, astronomia e a invenção de um calendário; a invenção do papiro e da escrita hieroglífica; a organização de projetos de construção monumentais, como as Pirâmides e a Esfinge de Gizé; a centralização do governo e do poder militar)."
6;Geografia Mundial e Civilizações Antigas I;Tema 3D: Fenícia Antiga, c. 1000-300 a.C.;HSS.6.T3d.01;Num mapa do mundo mediterrâneo antigo, localize a Grécia, a Ásia Menor, Creta, a Fenícia, o Mar Egeu e o Mar Vermelho.
6;Geografia Mundial e Civilizações Antigas I;Tema 3D: Fenícia Antiga, c. 1000-300 a.C.;HSS.6.T3d.02;Explique como a localização da Fenícia contribuiu para o seu domínio do comércio marítimo no Mediterrâneo, aproximadamente entre 1000 e 300 a.C.
6;Geografia Mundial e Civilizações Antigas I;Tema 3D: Fenícia Antiga, c. 1000-300 a.C.;HSS.6.T3d.03;"Descreva como o sistema de escrita alfabética fenícia diferia da escrita cuneiforme mesopotâmica ou da escrita hieroglífica egípcia; explique como os comerciantes marítimos fenícios contribuíram para a disseminação do sistema alfabético, que eventualmente evoluiu para o alfabeto grego e, posteriormente, para os símbolos de letras usados em outros idiomas."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3e: Israel Antigo, Palestina, c. 2000 a.C. - 70 d.C.;HSS.6.T3e.01;Em um mapa histórico do Mediterrâneo, localize a Ásia Menor, a Grécia e a Mesopotâmia, os reinos hititas, o antigo Israel e a Palestina, e o antigo Egito.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3e: Israel Antigo, Palestina, c. 2000 a.C. - 70 d.C.;HSS.6.T3e.02;Descreva as migrações das antigas tribos israelitas da Mesopotâmia para a terra chamada Canaã e explique o papel de Abraão e Moisés na história hebraica.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3e: Israel Antigo, Palestina, c. 2000 a.C. - 70 d.C.;HSS.6.T3e.03;"Descreva a história do antigo Israel e do cristianismo primitivo: a. religião monoteísta (por exemplo, crença em um só Deus, os Dez Mandamentos, ênfase no valor individual e na responsabilidade pessoal, crença de que governantes e governados devem aderir às mesmas obrigações morais); b. os relatos na Bíblia Hebraica sobre a história do antigo Israel: a unificação das tribos de Israel sob Saul, Davi e Salomão; a fundação de Jerusalém como capital por Davi (c. 1000 a.C.), a construção do primeiro templo por Salomão (c. 900-800 a.C.), a destruição do primeiro templo (c. 400 a.C.), a anexação da Judeia pelo Império Romano e a destruição do segundo templo pelos romanos (c. 70 d.C.); c. o surgimento do cristianismo como uma religião distinta, enraizada no judaísmo, mas com seguidores cada vez mais diversos em todo o Império Romano, e a relação dos primeiros cristãos com as autoridades romanas. As características centrais do cristianismo (por exemplo, a crença em um messias que poderia redimir os humanos do pecado, o conceito de salvação, a crença em um Antigo e um Novo Testamento na Bíblia, a vida e os ensinamentos de Jesus)."
6;Geografia Mundial e Civilizações Antigas I;Tópico 3f: A antiga Península Arábica (século VII);HSS.6.T3f.01;Em um mapa da Península Arábica, identifique o Mar Vermelho e as cidades de Meca e Medina como os locais de início da religião muçulmana.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3f: A antiga Península Arábica (século VII);HSS.6.T3f.02;Explique a relação histórica do Islã com o Judaísmo e o Cristianismo enquanto religiões monoteístas.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3f: A antiga Península Arábica (século VII);HSS.6.T3f.03;Descreva a vida e os ensinamentos de Maomé (570–c. 632 d.C.) e a importância do Alcorão como a principal fonte da crença islâmica. Explicação: Este texto tem como objetivo apresentar uma breve introdução às origens históricas de uma das principais religiões praticadas no mundo atualmente. Além de estudarem as origens do judaísmo, cristianismo e islamismo no sexto ano, os alunos estudarão hinduísmo, budismo, confucionismo e taoísmo no sétimo ano.
6;Geografia Mundial e Civilizações Antigas I;Tópico 3g: Interações entre as sociedades antigas da Ásia Ocidental, do Norte da África e do Oriente Médio;HSS.6.T3g.01;Descreva o impacto dos encontros por meio do comércio, intercâmbio cultural e conquista entre as sociedades e impérios da região, em particular, as trocas nas rotas terrestres das Rotas da Seda que ligavam a Europa, as estepes da Ásia Ocidental, da Ásia Oriental e da África, e os bens, línguas e motivos culturais trocados (por exemplo, ouro, marfim da África, grãos da Ásia Ocidental, produtos agrícolas, cavalos, gado, madeira, peles das estepes, cerâmica, seda e outros bens de luxo da China).
6;Geografia Mundial e Civilizações Antigas I;Tópico 3g: Interações entre as sociedades antigas da Ásia Ocidental, do Norte da África e do Oriente Médio;HSS.6.T3g.02;Utilize informações de fontes primárias e secundárias para investigar as contribuições de uma das antigas sociedades mesopotâmicas, egípcias, fenícias, israelitas, islâmicas e eurasiáticas para o mundo moderno.
6;Geografia Mundial e Civilizações Antigas I;Tópico 4a: Geografia física e política da África subsaariana;HSS.6.T4a.01;Em um mapa-múndi, localize o continente africano, o Oceano Atlântico, o Oceano Índico e o Mar Mediterrâneo. Em um mapa da África, localize as regiões norte, leste, oeste, central e sul do continente, o Deserto do Saara, o Monte Kilimanjaro, o Cabo da Boa Esperança, o Vale do Rift e o Lago Vitória. Utilize outros tipos de mapas (por exemplo, mapas de relevo, de população e climáticos) para determinar características importantes dessa região.
6;Geografia Mundial e Civilizações Antigas I;Tópico 4a: Geografia física e política da África subsaariana;HSS.6.T4a.02;"Em um mapa político da região, demonstre habilidades de leitura de mapas para distinguir países, capitais e outras cidades, descrevendo sua localização absoluta (usando coordenadas de latitude e longitude) e sua localização relativa (relação com outros países, cidades ou corpos d'água); utilize o conhecimento de mapas para complementar as informações obtidas no texto sobre uma cidade, país ou região."
6;Geografia Mundial e Civilizações Antigas I;Tópico 4a: Geografia física e política da África subsaariana;HSS.6.T4a.03;Explique como as localizações absolutas e relativas, as principais características físicas, o clima (incluindo secas e desertificação) e os recursos naturais desta região influenciaram os padrões de assentamento, o tamanho da população e as economias dos países.
6;Geografia Mundial e Civilizações Antigas I;Tópico 4b: Estados e sociedades selecionados da África Subsaariana, c. 100-1000;HSS.6.T4b.01;"Identifique a localização, as fontes de riqueza e a importância do Reino de Axum (c. 100-940 d.C.); explique o papel que desempenhou na adoção do cristianismo na Etiópia e o papel das sociedades da África Oriental na disseminação do islamismo no sul da Ásia."
6;Geografia Mundial e Civilizações Antigas I;Tópico 4b: Estados e sociedades selecionados da África Subsaariana, c. 100-1000;HSS.6.T4b.02;"Explique o papel fundamental desempenhado pelas sociedades costeiras suaíli ao longo do Oceano Índico na ligação das redes comerciais entre o interior da África e as rotas marítimas ao longo das costas da Ásia Central e Meridional, e na conexão com a China; identifique as principais mercadorias nesse comércio (por exemplo, ouro, marfim, ferro, escravos da África e têxteis, contas de vidro e porcelana da Ásia)."
6;Geografia Mundial e Civilizações Antigas I;Tópico 4b: Estados e sociedades selecionados da África Subsaariana, c. 100-1000;HSS.6.T4b.03;Identificar a localização, as fontes de riqueza e a importância das cidades e impérios da África Ocidental, incluindo a cidade de Timbuktu (início do século V d.C.) e o império do antigo Gana (início do século 700 d.C.). Esclarecimento: Os alunos estudarão os impérios posteriores do antigo Mali e Songhai em História Mundial I.
6;Geografia Mundial e Civilizações Antigas I;Tópico 4b: Estados e sociedades selecionados da África Subsaariana, c. 100-1000;HSS.6.T4b.04;Explique o papel fundamental que essas sociedades desempenharam no comércio transaariano, na disseminação do Islã e no comércio de ouro, marfim e escravos com o Norte da África, a Europa e a Ásia Ocidental, bem como as contribuições dessas sociedades para o mundo moderno.
6;Geografia Mundial e Civilizações Antigas I;Tópico 5a: Geografia física e política e populações indígenas da América Central e das Ilhas do Caribe;HSS.6.T5a.01;Em um mapa-múndi, utilize os pontos cardeais, a escala, a legenda e o título para localizar a América Central e o Mar do Caribe. Em um mapa da região, identifique as principais características físicas (por exemplo, o Golfo do México, a Península de Yucatán, o Canal do Panamá).
6;Geografia Mundial e Civilizações Antigas I;Tópico 5a: Geografia física e política e populações indígenas da América Central e das Ilhas do Caribe;HSS.6.T5a.02;"Demonstrar conhecimento de geografia política localizando os países e as principais cidades da América Central e das Ilhas do Caribe em um mapa político; usar o conhecimento de mapas para complementar as informações obtidas no texto sobre um país ou região."
6;Geografia Mundial e Civilizações Antigas I;Tópico 5a: Geografia física e política e populações indígenas da América Central e das Ilhas do Caribe;HSS.6.T5a.03;Explique como as localizações absolutas e relativas, o clima, as principais características físicas e os recursos naturais influenciaram o povoamento, o tamanho da população e as economias das regiões e países da América Central e das ilhas do Caribe.
6;Geografia Mundial e Civilizações Antigas I;Tópico 5a: Geografia física e política e populações indígenas da América Central e das Ilhas do Caribe;HSS.6.T5a.04;Descrever a cultura e o modo de vida das populações indígenas da região (por exemplo, Caribs [Antilhas e América do Sul], Taino [Cuba, Trinidad, Jamaica, Hispaniola, Porto Rico], Lenca [Honduras], Miskito [Nicarágua], Huatar e Chorotega [Costa Rica], Lokono, também conhecido como Arawak [Trinidad e Tobago]).
6;Geografia Mundial e Civilizações Antigas I;Tópico 5b: Geografia física e política da América do Sul;HSS.6.T5b.01;Em um mapa-múndi, utilize os pontos cardeais, a escala, a legenda e o título para localizar a América do Sul e os oceanos Atlântico e Pacífico. Em um mapa da América do Sul, localize as principais características físicas da região (por exemplo, o Istmo do Panamá, a Cordilheira dos Andes, o Cabo Horn, o Rio Amazonas e as regiões sul, norte, leste e oeste da América do Sul). Utilize outros tipos de mapas (por exemplo, mapas de relevo, de população e de clima) para determinar características importantes dessa região.
6;Geografia Mundial e Civilizações Antigas I;Tópico 5b: Geografia física e política da América do Sul;HSS.6.T5b.02;"Em um mapa político da região, demonstre habilidades de leitura de mapas para distinguir países, capitais e outras cidades, descrevendo sua localização absoluta (usando coordenadas de latitude e longitude) e sua localização relativa (relação com outros países, cidades ou corpos d'água); utilize o conhecimento de mapas para complementar as informações obtidas no texto sobre uma cidade, país ou região."
6;Geografia Mundial e Civilizações Antigas I;Tópico 5b: Geografia física e política da América do Sul;HSS.6.T5b.03;Explique como as localizações absolutas e relativas, as principais características físicas, o clima e os recursos naturais desta região influenciaram os padrões de assentamento, o tamanho da população e as economias dos países.
6;Geografia Mundial e Civilizações Antigas I;Tópico 5c: Principais sociedades antigas da América Central e do Sul, c. 1400 a.C.-1600 d.C.;HSS.6.T5c.01;Pesquise e elabore um relatório sobre uma das principais sociedades antigas que existiram na América Central (Maia, Teotihuacan e outras civilizações como Olmeca, Tolteca e Zapoteca), ou uma das principais civilizações pré-colombianas andinas (Chavón, Moche, Nazca), sua localização e suas características culturais. (Ver Padrão 7).
7;Geografia Mundial e Civilizações Antigas II;Tópico 1a: Geografia física e política da Ásia Central e Meridional;HSS.7.T1a.01;Em um mapa-múndi físico, utilize os pontos cardeais, a escala, a legenda e o título para localizar a Ásia Central e Meridional. Em um mapa topográfico da Ásia Central e Meridional, localize as principais características físicas da região (por exemplo, o Oceano Índico, o Mar Arábico, a Baía de Bengala, o Rio Ganges, a Planície Indo-Gangética, as montanhas do norte, o Passo Khyber, o Planalto do Decão, o Himalaia e as estepes). Utilize outros tipos de mapas (por exemplo, mapas de relevo, de população e climáticos) para determinar características importantes dessa região.
7;Geografia Mundial e Civilizações Antigas II;Tópico 1a: Geografia física e política da Ásia Central e Meridional;HSS.7.T1a.02;"Em um mapa político da região, demonstre habilidades de leitura de mapas para distinguir países, capitais e outras cidades, descrevendo sua localização absoluta (usando coordenadas de latitude e longitude) e sua localização relativa (relação com outros países, cidades ou corpos d'água); utilize o conhecimento de mapas para complementar as informações obtidas no texto sobre uma cidade, país ou região."
7;Geografia Mundial e Civilizações Antigas II;Tópico 1a: Geografia física e política da Ásia Central e Meridional;HSS.7.T1a.03;Explique como as localizações absolutas e relativas, as principais características físicas, o clima e os recursos naturais desta região influenciaram os padrões de assentamento, o tamanho da população e as economias dos países.
7;Geografia Mundial e Civilizações Antigas II;Tópico 1b: Civilizações, religiões e culturas antigas da Índia e da Ásia Central;HSS.7.T1b.01;Explique as formas pelas quais as sociedades antigas da Índia e da Ásia Central interagiram com as sociedades da África Oriental, da Ásia Ocidental e da Europa (por exemplo, por meio de conquistas, comércio, colonização e disseminação da religião, da língua e da cultura).
