Grado;Área;Tema;Código;Descripción
 3-4; Artes visuales;Organizar y desarrollar ideas y trabajos artísticos.;3-4.V.Cr.02;"Registrar ideas teatrales para uso futuro (por ejemplo, escribir un guión con un principio, un desarrollo y un final claros; describir detalles de escenarios o personajes, o vestuario)."
 3-4; Artes visuales;Refinar y completar la obra artística;3-4.V.Cr.03;Responder a un desafío teatral y plantear hipótesis sobre posibles soluciones.
 3-4; Artes visuales;Seleccionar, analizar e interpretar obras artísticas para su presentación.;3-4.VP04; Explique cómo las elecciones sobre elementos técnicos (por ejemplo, iluminación, sonido) en una obra teatral respaldan el propósito del director.
 3-4; Artes visuales;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;3-4.VP05; Demostrar el uso de elementos técnicos para apoyar un tema o idea en una obra teatral.
 3-4; Artes visuales;Transmitir significado a través de la presentación de obras artísticas.;3-4.VP06; Realizar escenas alineadas con un estado de ánimo dirigido por el docente (por ejemplo, los estudiantes improvisan escenas en el estado de ánimo de diferentes adverbios, por ejemplo, emocionados, temerosos, felices).
 3-4; Artes visuales;Percibir y analizar la obra artística;3-4.VR07; Analizar cómo los acontecimientos esenciales de una historia conforman la estructura dramática de una obra teatral.
 3-4; Artes visuales;Interpretar la intención y el significado en la obra artística;3-4.VR08;Explique cómo una obra teatral puede ayudar a identificar múltiples perspectivas y diversas ideas comunitarias, y puede ayudar a conectarse con una comunidad o cultura.
 3-4; Artes visuales;Aplicar criterios para evaluar el trabajo artístico;3-4.VR09;
 3-4; Artes visuales;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;3-4.V.Co.10;a. Identificar cómo se utilizan los elementos técnicos básicos del teatro (por ejemplo, iluminación, sonido) para apoyar el propósito del artista.
 3-4; Artes visuales;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;3-4.V.Co.11; b. Identificar los elementos básicos del teatro (por ejemplo, personajes, trama).
 5-6;Danza;Generar y conceptualizar ideas y trabajos artísticos.;5-6.D.Cr.01;Distinguir las propias preferencias en teatro de las de otros (por ejemplo, amigos o familiares).
 5-6;Danza;Organizar y desarrollar ideas y trabajos artísticos.;5-6.D.Cr.02; Describe las formas en que el teatro se diferencia de la vida cotidiana (es decir, cuál es el papel de la intención artística en el teatro).
 5-6;Danza;Refinar y completar la obra artística;5-6.D.Cr.03; Desarrollar ideas que exploren diferentes elementos del arte (por ejemplo, línea, forma, color) utilizando una amplia variedad de materiales.
 5-6;Danza;Seleccionar, analizar e interpretar obras artísticas para su presentación.;5-6.DP04; Utilice una estrategia seleccionada por el docente (por ejemplo, bocetos, prototipos, borradores) para organizar ideas artísticas.
 5-6;Danza;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;5-6.DP05; Responder a un reto artístico y elaborar posibles resoluciones.
 5-6;Danza;Transmitir significado a través de la presentación de obras artísticas.;5-6.DP06; Documentar las primeras etapas del proceso creativo utilizando una variedad de métodos y clasificarlos en diferentes categorías (curación temprana).
 5-6;Danza;Percibir y analizar la obra artística;5-6.DR07;Perfeccionar una técnica específica para producir un efecto deseado (por ejemplo, crear sombreado realista).
 5-6;Danza;Interpretar la intención y el significado en la obra artística;5-6.DR08; Compartir un trabajo que exprese, evoque o comunique una idea seleccionada (por ejemplo, se pide a los estudiantes que creen una escultura que exprese dos emociones opuestas, como la felicidad y la tristeza).
 5-6;Danza;Aplicar criterios para evaluar el trabajo artístico;5-6.DR09; Analizar cómo se utilizan los elementos estéticos (por ejemplo, color, forma, línea, figura, textura) para demostrar la intención.
 5-6;Danza;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;5-6.D.Co.10; Describir interpretaciones contrastantes de una obra de arte para identificar múltiples perspectivas y diversas ideas comunitarias.
 5-6;Danza;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;5-6.D.Co.11; Desarrollar criterios para evaluar con qué habilidad o expresividad un artista utiliza los elementos básicos del arte (por ejemplo, color, línea, forma).
 5-6; Artes mediáticas;Generar y conceptualizar ideas y trabajos artísticos.;5-6.MA.Cr.01;Distinguir las propias preferencias en arte de las de otros (por ejemplo, amigos o familiares).
 5-6; Artes mediáticas;Organizar y desarrollar ideas y trabajos artísticos.;5-6.MA.Cr.02;Describe las formas en que el arte se diferencia de otros objetos de la vida cotidiana y por qué eso es importante (por ejemplo, cuál es el papel de la intención artística en las artes visuales).
 5-6; Artes mediáticas;Refinar y completar la obra artística;5-6.MA.Cr.03; Generar ideas interdisciplinarias que exploren el espacio (incluyendo directo e indirecto), el tiempo (incluyendo repentino y sostenido) y la fuerza (incluyendo fuerte y ligera) como elementos de la danza.
 5-6; Artes mediáticas;Seleccionar, analizar e interpretar obras artísticas para su presentación.;5-6.MA.P.04;
 5-6; Artes mediáticas;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;5-6.MA.P.05;a. Organizar frases coreografiadas utilizando formas compositivas (por ejemplo, AB, ABA, canon, rondó, retrógrado, variaciones temáticas).
 5-6; Artes mediáticas;Transmitir significado a través de la presentación de obras artísticas.;5-6.MA.P.06; b. Registrar movimientos y coreografías utilizando la terminología de danza adecuada.
 5-6; Artes mediáticas;Percibir y analizar la obra artística;5-6.MAR.R.07;
 5-6; Artes mediáticas;Interpretar la intención y el significado en la obra artística;5-6.MAR.R.08;a. Refinar una frase de baile modificando el espacio, el tiempo y la energía/fuerza. (5-6.D.Cr.03.a)
 5-6; Artes mediáticas;Aplicar criterios para evaluar el trabajo artístico;5-6.MAR.R.09;b. Crear secuencias de movimiento que demuestren varios elementos técnicos como el unísono, el contraste, la repetición y el clímax.
 5-6; Artes mediáticas;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;5-6.MA.Co.10; Desarrollar una declaración artística que explique sus elecciones de movimiento.
 5-6; Artes mediáticas;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;5-6.MA.Co.11; Demostrar comprensión de la flexibilidad, la alineación, el inicio del movimiento, el cambio de peso y el equilibrio.
 5-6;Música;Generar y conceptualizar ideas y trabajos artísticos.;5-6.M.Cr.01;Presentar formalmente un trabajo de movimiento corto ante una audiencia.
 5-6;Música;Organizar y desarrollar ideas y trabajos artísticos.;5-6.M.Cr.02;Analizar cómo la forma de una obra de movimiento (por ejemplo, ternario (ABA), rondó) respalda la intención del coreógrafo.
 5-6;Música;Refinar y completar la obra artística;5-6.M.Cr.03;Utilice vocabulario específico para identificar detalles sobre una obra de movimiento.
 5-6;Música;Seleccionar, analizar e interpretar obras artísticas para su presentación.;5-6.MP04;Aplicar una rúbrica para evaluar una obra de danza (por ejemplo, una rúbrica que incluya las habilidades de los intérpretes, la originalidad del movimiento, el impacto visual y/o emocional, la variedad, el contraste y la idoneidad de los elementos artísticos).
 5-6;Música;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;5-6.MP05; Describir y demostrar el estilo artístico personal y cómo utilizarlo para mantener una imagen corporal positiva (por ejemplo, atención plena, prevención de lesiones).
 5-6;Música;Transmitir significado a través de la presentación de obras artísticas.;5-6.MP06; Identificar obras de danza influyentes de diferentes períodos y cómo impactan en las formas de danza actuales.
 5-6;Música;Percibir y analizar la obra artística;5-6.MR07; Generar enfoques integradores para producir contenidos para diferentes públicos.
 5-6;Música;Interpretar la intención y el significado en la obra artística;5-6.MR08;Organizar y planificar una idea utilizando una variedad de estrategias autoseleccionadas (por ejemplo, guiones gráficos, diagramas de flujo o prototipos).
 5-6;Música;Aplicar criterios para evaluar el trabajo artístico;5-6.MR09; Perfeccione una idea de artes multimedia realizando cambios en cómo se utilizan las imágenes, la interactividad o el sonido.
 5-6;Música;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;5-6.M.Co.10;Seleccionar, analizar e interpretar obras artísticas para su presentación. Explicar las decisiones artísticas mediante la elaboración de una declaración artística.
 5-6;Música;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;5-6.M.Co.11; Desarrollar un plan visual para mostrar una obra de arte multimedia, analizando dónde interactuarán los espectadores con la obra y otras necesidades del espectador.
 5-6;Teatro;Generar y conceptualizar ideas y trabajos artísticos.;5-6.T.Cr.01;Presentar formalmente una pieza de arte multimedia que establezca conexiones con otras disciplinas.
 5-6;Teatro;Organizar y desarrollar ideas y trabajos artísticos.;5-6.T.Cr.02; Analizar cómo la forma de una obra de arte respalda la intención del artista.
 5-6;Teatro;Refinar y completar la obra artística;5-6.T.Cr.03; Utilice vocabulario específico para identificar detalles sobre una obra de artes multimedia.
 5-6;Teatro;Seleccionar, analizar e interpretar obras artísticas para su presentación.;5-6.TP04; Aplicar una rúbrica para evaluar una pieza multimedia.
 5-6;Teatro;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;5-6.TP05; Describir y demostrar el propio estilo artístico y las preferencias en las artes multimedia.
 5-6;Teatro;Transmitir significado a través de la presentación de obras artísticas.;5-6.TP06; Identificar obras mediáticas influyentes y cómo impactaron en las artes mediáticas.
 5-6;Teatro;Percibir y analizar la obra artística;5-6.TR07; Generar ideas musicales interdisciplinarias utilizando una variedad de fuentes de sonido no tradicionales (por ejemplo, sonidos encontrados, tecnología digital, voces inusuales).
 5-6;Teatro;Interpretar la intención y el significado en la obra artística;5-6.TR08;
 5-6;Teatro;Aplicar criterios para evaluar el trabajo artístico;5-6.TR09;a. Documentar ideas melódicas simples originales con notación estándar.
 5-6;Teatro;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;5-6.T.Co.10; b. Organizar ideas musicales utilizando formas expandidas como el rondó y el tema y variaciones.
 5-6;Teatro;Relacionar ideas y obras artísticas con realidades sociales, culturales e históricas.;5-6.T.Co.11;ÿImprovisar y comparar diferentes versiones de una misma idea musical (por ejemplo, añadiendo adornos, alterando ritmos).
 5-6; Artes visuales;Generar y conceptualizar ideas y trabajos artísticos.;5-6.V.Cr.01; Identificar los símbolos de notación estándar y los términos musicales relacionados con la dinámica, el tempo, las articulaciones, el compás y la expresión y aplicarlos durante la interpretación.
 5-6; Artes visuales;Organizar y desarrollar ideas y trabajos artísticos.;5-6.V.Cr.02;
 5-6; Artes visuales;Refinar y completar la obra artística;5-6.V.Cr.03;a. Cantar y tocar música escrita en 3 partes utilizando la técnica apropiada.
 5-6; Artes visuales;Seleccionar, analizar e interpretar obras artísticas para su presentación.;5-6.VP04;b. Desarrollar la conciencia de dónde se encuentra la ruptura natural en el rango de canto y cómo cruzarla y equilibrar la voz en este rango.
 5-6; Artes visuales;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;5-6.VP05; Cantar y tocar en grupos respondiendo a las indicaciones de un director exhibiendo elementos estilísticos.
 5-6; Artes visuales;Transmitir significado a través de la presentación de obras artísticas.;5-6.VP06; Analice cómo la forma de una obra de arte (por ejemplo, el uso de repetición, patrones contrastantes, frases y temas) respalda la intención del compositor.
 5-6; Artes visuales;Percibir y analizar la obra artística;5-6.VR07; Utilice vocabulario específico para identificar detalles sobre una obra musical.
 5-6; Artes visuales;Interpretar la intención y el significado en la obra artística;5-6.VR08; Aplicar una rúbrica para evaluar una obra musical (por ejemplo, una rúbrica que incluya precisión, calidad del sonido y expresividad).
 5-6; Artes visuales;Aplicar criterios para evaluar el trabajo artístico;5-6.VR09; Describir y demostrar el estilo y las preferencias musicales personales.
 5-6; Artes visuales;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;5-6.V.Co.10; Identificar la música influyente de diferentes períodos y cómo impactaron la música en ese momento y potencialmente en la actual.
 5-6; Artes visuales;Relacionar ideas y obras artísticas con realidades sociales, culturales e históricas.;5-6.V.Co.11; Generar ideas de diseño interdisciplinarias que respalden
 7-8;Danza;Generar y conceptualizar ideas y trabajos artísticos.;7-8.D.Cr.01;la historia y las circunstancias dadas en una obra teatral.
 7-8;Danza;Organizar y desarrollar ideas y trabajos artísticos.;7-8.D.Cr.02; Desarrollar los eventos esenciales que conforman la trama dramática.
 7-8;Danza;Refinar y completar la obra artística;7-8.D.Cr.03;estructura en una obra teatral improvisada o guionada.
 7-8;Danza;Seleccionar, analizar e interpretar obras artísticas para su presentación.;7-8.D.Cr04;
 7-8;Danza;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;7-8.D.Cr05;
 7-8;Danza;Transmitir significado a través de la presentación de obras artísticas.;7-8.D.Cr06;
 7-8;Danza;Percibir y analizar la obra artística;7-8.DR07;a) Articular cómo los personajes podrían moverse, hablar,
 7-8;Danza;Interpretar la intención y el significado en la obra artística;7-8.DR08;y reaccionar para apoyar una obra teatral.
 7-8;Danza;Aplicar criterios para evaluar el trabajo artístico;7-8.DR09;b)
 7-8;Danza;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;7-8.D.Co.10;Captura el diálogo de los personajes y los detalles sensoriales.
 7-8;Danza;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;7-8.D.Co.11;de mundos imaginados e historias improvisadas en un guión para una obra teatral.
 7-8; Artes mediáticas;Generar y conceptualizar ideas y trabajos artísticos.;7-8.MA.Cr.01;Explicar las elecciones de carácter y diseño desarrollando
 7-8; Artes mediáticas;Organizar y desarrollar ideas y trabajos artísticos.;7-8.MA.Cr.02;Una declaración del artista.
 7-8; Artes mediáticas;Refinar y completar la obra artística;7-8.MA.Cr.03;. Desarrollar
 7-8; Artes mediáticas;Seleccionar, analizar e interpretar obras artísticas para su presentación.;7-8.MA.P.04;Rasgos físicos y vocales efectivos de los personajes en una obra improvisada o con guión.
 7-8; Artes mediáticas;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;7-8.MA.P.05;obra teatral (por ejemplo, alterar la voz, los gestos o la postura).
 7-8; Artes mediáticas;Transmitir significado a través de la presentación de obras artísticas.;7-8.MA.P.06;. Contribuir a la representación de una obra teatral corta.
 7-8; Artes mediáticas;Percibir y analizar la obra artística;7-8.MA.R.07;Trabajar con una audiencia (por ejemplo, actuar, escribir o apoyar un elemento técnico)
 7-8; Artes mediáticas;Interpretar la intención y el significado en la obra artística;7-8.MAR.R.08;que establece conexiones con otras disciplinas.
 7-8; Artes mediáticas;Aplicar criterios para evaluar el trabajo artístico;7-8.MA.R.09;. Analizar cómo la estructura
 7-8; Artes mediáticas;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;7-8.MA.R.10;de una obra teatral apoya la intención del artista (por ejemplo, utilizando tres elementos similares)
 7-8; Artes mediáticas;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;7-8.MA.R.11;eventos repetidos).
 7-8;Música;Generar y conceptualizar ideas y trabajos artísticos.;7-8.M.Cr.01; Usar
 7-8;Música;Organizar y desarrollar ideas y trabajos artísticos.;7-8.M.Cr.02;vocabulario específico del dominio para identificar detalles sobre una obra de teatro o una obra teatral.
 7-8;Música;Refinar y completar la obra artística;7-8.M.Cr.03;. Aplicar una rúbrica para evaluar una escena teatral.
 7-8;Música;Seleccionar, analizar e interpretar obras artísticas para su presentación.;7-8.MP04;. Describir y demostrar la propia teatralidad.
 7-8;Música;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;7-8.MP05;estilo y preferencias.
 7-8;Música;Transmitir significado a través de la presentación de obras artísticas.;7-8.MP06;ÿÿ HSS
 7-8;Música;Percibir y analizar la obra artística;7-8.MR07;Conexión: Los estudiantes desarrollan sus propios guiones de palabra hablada sobre la historia de
 7-8;Música;Interpretar la intención y el significado en la obra artística;7-8.MR08; El movimiento por los derechos civiles del siglo XX.
 7-8;Música;Aplicar criterios para evaluar el trabajo artístico;7-8.MR09;. Identificar obras teatrales influyentes de
 7-8;Música;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;7-8.M.Co.01;Diferentes períodos y cómo afectaron al teatro.
 7-8;Música;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;7-8.M.Co.02;. Generar
 7-8;Teatro;Generar y conceptualizar ideas y trabajos artísticos.;7-8.T.Cr.01;Obras de arte que integran ideas con nuevos materiales, métodos y enfoques. Conexión con las artes mediáticas: Los estudiantes esbozan un guión.
 7-8;Teatro;2;7-8.T.Cr.02;Para una animación stop-motion, pinta un paisaje como fondo de la película.
 7-8;Teatro;Refinar y completar la obra artística;7-8.T.Cr.03;(5-6.MA.P.06)
 7-8;Teatro;Seleccionar, analizar e interpretar obras artísticas para su presentación.;7-8.TP04;. Organizar y planificar una idea utilizando una variedad de
 7-8;Teatro;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;7-8.TP05;estrategias autoseleccionadas (por ejemplo, bocetos, prototipos, borradores).
 7-8;Teatro;Transmitir significado a través de la presentación de obras artísticas.;7-8.TP06;
 7-8;Teatro;Percibir y analizar la obra artística;7-8.TR07;a. Refinar una obra artística haciendo cambios en aspectos específicos.
 7-8;Teatro;Interpretar la intención y el significado en la obra artística;7-8.TR08;elementos, como el color, la forma o el espacio. b. Investigar e inventar nuevas técnicas y enfoques.
 7-8;Teatro;Aplicar criterios para evaluar el trabajo artístico;7-8.TR09;utilizando materiales bidimensionales y tridimensionales.
 7-8;Teatro;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;7-8.T.Co.10;. Desarrolle un título y una declaración del artista que expliquen
 7-8;Teatro;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;7-8.T.Co.11;Información importante sobre una obra de arte personal.
 7-8; Artes visuales;Generar y conceptualizar ideas y trabajos artísticos.;7-8.V.Cr.01;. Desarrollar
 7-8; Artes visuales;Organizar y desarrollar ideas y trabajos artísticos.;7-8.V.Cr.02;un plan visual para mostrar obras de arte y el diseño de la exposición.
 7-8; Artes visuales;Refinar y completar la obra artística;7-8.V.Cr.03;Presentar formalmente una obra de arte (es decir,
 7-8; Artes visuales;Seleccionar, analizar e interpretar obras artísticas para su presentación.;7-8.VP04;Hablar personalmente sobre la obra de arte, en lugar de simplemente tener la obra expuesta)
 7-8; Artes visuales;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;7-8.VP05;que establece conexiones con otras disciplinas.
 7-8; Artes visuales;Transmitir significado a través de la presentación de obras artísticas.;7-8.VP06;
 7-8; Artes visuales;Percibir y analizar la obra artística;7-8.VR07;Analizar cómo se forma una obra de arte
 7-8; Artes visuales;Interpretar la intención y el significado en la obra artística;7-8.VR08;(por ejemplo, retrato, escultura, instalación, arte textil) compara y contrasta
 7-8; Artes visuales; Desarrollar criterios para evaluar una colección de obras de arte (p. ej.,;7-8.VR09;con otros del mismo tipo o período.
 7-8; Artes visuales;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;7-8.VR10;
 7-8; Artes visuales; Identificar ideas visuales de una variedad de culturas conectadas con diferentes poblaciones históricas.;7-8.VR11;HSS
 9-12; Curso de Fundamentos de Danza;Generar y conceptualizar ideas y trabajos artísticos.;FDCr.01;Conexión: Los estudiantes estudian las colchas de los afroamericanos esclavizados y discuten
 9-12; Curso de Fundamentos de Danza;Organizar y desarrollar ideas y trabajos artísticos.;FDCr.02;Su posible uso para la comunicación en el Ferrocarril Subterráneo y comparar
 9-12; Curso de Fundamentos de Danza;Refinar y completar la obra artística;FDCr.03;ellos a otras colchas americanas del siglo XIX. (HSS.5.T1.07)
 9-12; Curso de Fundamentos de Danza;Seleccionar, analizar e interpretar obras artísticas para su presentación.;FDP04;. Usar
 9-12; Curso de Fundamentos de Danza;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;FDP05;Vocabulario específico del dominio para identificar detalles sobre una obra artística.
 9-12; Curso de Fundamentos de Danza;Transmitir significado a través de la presentación de obras artísticas.;FDP06;. Evaluar una obra de arte basándose en un criterio predeterminado.
 9-12; Curso de Fundamentos de Danza;Percibir y analizar la obra artística;FDR07;lista de criterios
 9-12; Curso de Fundamentos de Danza;Interpretar la intención y el significado en la obra artística;FDR08;. Describir y demostrar habilidades artísticas personales.
 9-12; Curso de Fundamentos de Danza;Aplicar criterios para evaluar el trabajo artístico;FDR09;estilo y preferencias.
 9-12; Curso de Fundamentos de Danza;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;FDCo.10;. Identificar obras de arte influyentes de
 9-12; Curso de Fundamentos de Danza;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;FDCo.11;Diferentes períodos y su impacto en el mundo artístico.
 9-12; Curso de Fundamentos de Danza;Generar y conceptualizar ideas y trabajos artísticos.;PDCr.01; Crear ideas de movimiento que combinen múltiples elementos artísticos variados (por ejemplo, explora cómo el nivel y las formas interactúan con el espacio y la fuerza).
 9-12; Curso de Fundamentos de Danza;Organizar y desarrollar ideas y trabajos artísticos.;PDCr.02;Utilice los conceptos básicos de un tipo de notación de danza para documentar una idea de movimiento original (por ejemplo, Laban y Benesh).
 9-12; Curso de Fundamentos de Danza;Refinar y completar la obra artística;PDCr.03; Aplicar estrategias para superar los bloqueos creativos.
 9-12;Curso competente de Danza;Seleccionar, analizar e interpretar obras artísticas para su presentación.;PDP04;Visualizar y describir los pensamientos y objetivos internos de un personaje en una obra de danza.
 9-12;Curso competente de Danza;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;PDP05; Demostrar habilidades técnicas de baile más complejas (por ejemplo, utilizar el cambio de peso y el equilibrio para apoyar las elevaciones y los aterrizajes con compañeros).
 9-12;Curso competente de Danza;Transmitir significado a través de la presentación de obras artísticas.;PDP06; Relacione una actuación de danza con una intención expresada (por ejemplo, querer que el público se identifique con una emoción).
 9-12;Curso competente de Danza;Percibir y analizar la obra artística;PDR07;Analizar cómo las culturas se reflejan en una gama diversa de obras de danza.
 9-12;Curso competente de Danza;Interpretar la intención y el significado en la obra artística;PDR08; Explicar cómo una danza está conectada con el contexto histórico y cultural particular donde y cuando fue creada.
 9-12;Curso competente de Danza;Aplicar criterios para evaluar el trabajo artístico;PDR09; Desarrollar criterios para evaluar un trabajo de danza (por ejemplo, los estudiantes crean criterios para una actuación que es evaluada por ellos mismos).
 9-12;Curso competente de Danza;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;PDCo.10;Describir y demostrar las influencias de su estilo y preferencias de baile personal.
 9-12;Curso competente de Danza;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;PDCo.11;Identificar ideas de danza de diferentes culturas conectadas con diferentes poblaciones históricas.
 9-12;Curso Avanzado de Danza;Generar y conceptualizar ideas y trabajos artísticos.;ADCr.01;Generar ideas de artes multimedia que integren múltiples imágenes, sonido e interactividad de diversas maneras.
 9-12;Curso Avanzado de Danza;Organizar y desarrollar ideas y trabajos artísticos.;ADCr.02;Desarrollar planes artísticos que sean lo suficientemente claros para que otros puedan implementar esas ideas.
 9-12;Curso Avanzado de Danza;Refinar y completar la obra artística;ADCr.03; Aplicar estrategias para superar los bloqueos creativos.
 9-12;Curso Avanzado de Danza;Seleccionar, analizar e interpretar obras artísticas para su presentación.;ADP04; Preparar una exposición temática.
 9-12;Curso Avanzado de Danza; Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;ADP05; Utilice diferentes enfoques para compartir el trabajo de los medios.
 9-12;Curso Avanzado de Danza; Transmitir significado a través de la presentación de obras artísticas.;ADP06; Relacione una obra mediática con una intención expresada (por ejemplo, querer que el público sienta tensión entre dos posiciones).
 9-12;Curso Avanzado de Danza; Percibir y analizar la obra artística;ADR07; Analizar cómo se refleja la cultura en una amplia gama de obras mediáticas.
 9-12;Curso Avanzado de Danza; Interpretar la intención y el significado en la obra artística;ADR08; Explique cómo una obra de arte multimedia se conecta con el contexto histórico y cultural particular en el que fue creada.
 9-12;Curso Avanzado de Danza; Aplicar criterios para evaluar el trabajo artístico;ADR09; Desarrollar criterios para evaluar una colección de obras de arte en medios (por ejemplo, los estudiantes crean criterios para una exposición de medios que es evaluada por estudiantes).
 9-12;Curso Avanzado de Danza; Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;ADCo.10;Describir y demostrar las influencias del estilo artístico personal y las preferencias en las artes mediáticas.
 9-12;Curso Avanzado de Danza; Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;ADCo.11; Explicar y demostrar cómo el arte mediático está evolucionando en diferentes culturas (por ejemplo, cómo el arte mediático está evolucionando de manera diferente en Corea y en Estados Unidos).
 9-12;Fundamentos de Artes Mediáticas;Generar y conceptualizar ideas y trabajos artísticos.;F.MA.Cr.01; Componer ideas musicales (por ejemplo, ritmos, melodías, ostinato y armonías) utilizando formas expandidas (por ejemplo, introducciones, transiciones, codas).
 9-12;Fundamentos de Artes Mediáticas;Organizar y desarrollar ideas y trabajos artísticos.;F.MA.Cr.02; Documentar una melodía original y un acompañamiento simple utilizando notación estándar (por ejemplo, una melodía y acordes).
 9-12;Fundamentos de Artes Mediáticas; Refinar y completar la obra artística;F.MA.Cr.03; Refinar los borradores de arreglos para garantizar la coherencia en la notación (por ejemplo, que las armaduras, notas y ritmos estén escritos correctamente).
 9-12;Fundamentos de Artes Mediáticas;Seleccionar, analizar e interpretar obras artísticas para su presentación.;F.MA.P.04; Identificar las estrategias básicas que utilizan los músicos para practicar y emplearlas en la preparación de una obra musical para su interpretación.
 9-12;Fundamentos de Artes Mediáticas;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;F.MA.P.05;"Interpretar con precisión y expresión un repertorio de literatura vocal o instrumental con un nivel de dificultad de 1, en una escala de 1 a 6; o una escala comparable con al menos cuatro partes armónicas."
 9-12;Fundamentos de Artes Mediáticas;Transmitir significado a través de la presentación de obras artísticas.;F.MA.P.06; Relacione una interpretación o composición musical con una intención expresada (por ejemplo, querer que el público sienta una emoción particular).
 9-12;Fundamentos de Artes Mediáticas;Percibir y analizar la obra artística;F.MA.R.07; Analizar cómo las culturas se reflejan en una gama diversa de obras musicales.
 9-12;Fundamentos de Artes Mediáticas;Interpretar la intención y el significado en la obra artística;F.MA.R.08; Explicar cómo una obra musical se relaciona con el contexto cultural e histórico particular donde fue creada.
 9-12;Fundamentos de Artes Mediáticas;Aplicar criterios para evaluar el trabajo artístico;F.MA.R.09; Desarrollar criterios para una rúbrica para evaluar obras musicales (por ejemplo, los estudiantes crean criterios para una interpretación que es evaluada por ellos mismos).
 9-12;Fundamentos de Artes Mediáticas;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;F.MA.Co.10; Describir y demostrar las influencias del estilo y preferencias musicales personales.
 9-12;Fundamentos de Artes Mediáticas;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;F.MA.Co.11;Identificar cómo las ideas y tradiciones musicales migran con las personas que las originaron para afectar otras culturas, períodos históricos y géneros y estilos musicales (por ejemplo, la música folclórica europea inmigrante).
 9-12;Curso competente de Artes mediáticas;Generar y conceptualizar ideas y trabajos artísticos.;P.MA.Cr.01;Generar ideas contextuales para un personaje más allá de lo que se da en el guión (por ejemplo, la historia de fondo de un personaje, actitudes, gustos y disgustos) y explicar cómo estas ideas se conectan con otros elementos de la obra (por ejemplo, escenario, trama).
 9-12;Curso competente de Artes mediáticas;Organizar y desarrollar ideas y trabajos artísticos.;P.MA.Cr.02; Utilice notas personales para respaldar el desempeño de roles con líneas verbales extensas e instrucciones de interpretación.
 9-12;Curso competente de Artes mediáticas;Refinar y completar la obra artística;P.MA.Cr.03;
 9-12;Curso competente de Artes mediáticas;Seleccionar, analizar e interpretar obras artísticas para su presentación.;P.MA.P.04;a. Desarrollar un personaje con guión articulando y utilizando los pensamientos internos, objetivos y motivaciones del personaje en una obra teatral.
 9-12;Curso competente de Artes mediáticas;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;P.MA.P.05;b. Aplicar estrategias para superar los bloqueos creativos.
